Total	X1	X2	M1	M2	S1	S2
622	259.1	2	29.978	0.9878	14.2832668	7.7000692
623	261	2	23.24	0.8628	21.2075384	5.1736368
624	261.3	2.1	26.566	0.961	15.6009528	5.5022166
625	262.7	2	31.96	1.152	23.5223956	9.1221708
627	262.8	2	27.792	1.0938	12.7345266	7.8632568
630	264.9	2	30.178	1.0588	20.473212	7.7680278
632	267.6	2	30.998	0.8978	15.6647782	6.869954
634	269.7	2	24.12	0.9962	21.77642	4.5754012
635	299.5	2.1	30.174	1.0938	40.5465622	31.5623018
636	271.1	2	30.962	1.1538	14.1685128	7.8195406
637	271.4	2.1	27.454	0.9526	22.50182	8.8678026
638	272.3	2	29.158	1.0578	13.4967576	6.7083152
640	274	2.4	30.016	1.0818	25.1769854	9.2417338
641	275.9	2	29.572	0.9468	12.9446714	6.8143378
644	278.9	2	32	1.103	14.6640856	6.1154496
645	279.2	2.2	30.12	0.9412	23.7022656	9.1537586
646	281.3	2.2	30.91	0.9066	13.9366756	5.6851108
648	281.8	2	31.296	0.9836	21.460997	7.6583498
649	282.5	2	30.538	0.9654	13.5482172	7.4645978
650	282.9	2	27.412	0.9138	23.9968324	8.4273532
651	284.3	2	30.546	1.3886	24.779271	9.2764162
652	284.6	2	29.48	1.0482	15.351596	7.9257098
655	287.5	2	32.642	0.9304	18.4903382	8.198086
656	319.8	2.1	32.05	1.144	43.8802926	36.5747624
658	289.7	2	33.426	1.1348	13.7628106	6.9748884
660	265.4	2.2	31.976	0.9372	23.3126548	7.196269
661	292.7	2	31.564	1.025	22.1537768	8.8323298
662	293.8	2	31.392	0.8896	23.6655712	9.0309444
663	295.1	2.1	30.33	0.988	14.0822646	5.770717
666	297.8	2	31.808	1.1008	24.7778866	7.0453738
667	299.9	2	26.476	0.9454	23.9348644	5.4863392
669	299.4	2	30.616	0.9974	15.5742302	7.941018
671	304.7	2.2	31.672	1.0262	16.8392484	6.8964318
672	300.5	2.2	33.402	1.265	18.9694804	9.0866348
673	303.6	2.6	32.09	1.152	22.264494	7.7877154
675	305.5	2	31.688	1.274	16.6226532	6.0814966
676	307.9	2	33.666	0.8978	24.8668148	6.9576924
677	309.7	2.1	32.602	1.164	18.5711386	9.90753
678	309.6	2.1	32.992	1.4002	14.3859706	7.4862034
681	312.6	2.1	32.32	1.2838	21.782547	6.3579444
682	311.4	2.2	36.038	1.2664	19.1807006	14.0421886
684	318	2	32.534	1.0482	19.2561132	6.4608946
686	316	2.2	35.644	0.9496	22.553302	7.0332368
687	317.7	2	34.99	1.0676	25.613122	6.4441238
688	317.2	2.3	38.716	1.2304	22.467185	7.540171
689	319.2	2	30.624	1.503	24.902649	12.5217368
690	320.4	2.6	33.882	1.0468	14.6484406	5.5877556
693	322.9	2.2	33.482	1.725	15.753523	5.757712
696	325.4	2.3	33.69	1.0312	23.6727482	7.0548244
697	327.7	2.5	35.236	1.0696	14.9197838	8.5316938
698	327.3	2.8	37.372	0.9814	18.6638134	9.6641516
700	328.4	2	35.94	1.1046	25.6635032	8.1403584
701	330.9	2	29.8	0.9114	26.1811612	8.0521044
702	331.6	2.3	32.542	1.0254	22.226996	4.6078522
703	331.9	3.2	36.306	1.6688	25.1268418	11.1555958
704	331.5	2.6	40.098	1.1294	15.936568	6.1744966
705	333.3	2.6	33.398	1.2612	15.8221168	9.1985658
707	374.8	3.1	36.794	1.4992	45.9925366	38.4558452
708	335.5	2.6	35.87	1.436	17.7339708	6.7798112
709	339.3	2.9	36.096	1.1584	25.4879208	8.134255
710	338.8	2.4	33.77	0.9714	21.5461108	6.9433084
712	341.5	2	34.294	1.1472	21.1969164	7.4517056
713	306.7	2.8	39.082	1.018	15.2670182	6.6046306
714	342.2	3	36.89	1.2192	29.5534436	8.3820128
715	343.5	2.1	35.978	0.915	30.7551336	5.5800116
716	345.7	2.7	35.7	1.0892	20.6870054	5.6766674
717	391.3	3.1	44.242	1.155	48.5881228	67.8052638
720	347	3	40.968	1.0202	17.8309336	6.9208974
722	350.4	3	34.38	1.1532	26.0713304	6.9685308
724	350.2	3	38.118	1.2442	38.0916976	8.7475372
725	353.2	2.5	34.074	1.1058	25.0694946	10.4631652
726	354.6	2	31.896	0.9292	30.1323624	6.356366
727	395.4	3.1	39.626	1.2388	51.7886364	29.3092892
728	352.8	3	36.906	0.9692	22.808099	5.330126
729	358.8	2.6	33.55	1.0642	27.9006516	5.9276814
731	355.7	3	37.662	1.1494	17.2696552	5.7391322
732	363.7	3	37.376	0.9886	20.2359002	6.0585818
735	357.4	3	47.176	1.1816	28.0547754	8.8253582
736	362.7	3	42.362	1.0684	17.0832496	6.3700248
737	363.3	3	38.602	1.2576	16.3031118	6.6678028
738	404.8	3.1	40.858	1.1924	50.7891902	30.1554192
739	365.1	3	35.686	0.9458	27.5605512	8.1161744
740	367.8	3	37.99	1.202	17.3289976	5.590771
741	369.7	2.4	37.258	1.0304	32.7994428	4.2055372
742	370.7	2.4	35.28	1.0368	30.0478756	5.1750864
744	371.7	3	36.97	1.0226	24.6579782	6.2108854
745	380.3	3	40.666	1.2918	29.3468146	9.1450934
747	377.2	3	36.292	1.1028	25.9788364	8.4132496
748	376	3	39.4	1.3762	17.0037282	6.6146718
750	377.2	3	37.69	0.986	27.5888534	10.5662772
752	377.8	3	46.192	1.2998	17.81527	7.4103452
753	383.4	3	41.306	1.0566	20.7578148	7.6018626
754	382.5	3	38.102	0.9748	29.8687852	14.4785588
755	383.2	2.9	34.984	0.9808	26.7026618	3.7958816
756	383.8	3	38.362	1.0602	25.503943	9.0411448
758	428.4	3.1	42.746	1.2374	47.6584174	38.831889
759	386.2	3	38.66	0.9982	26.796788	7.2691054
762	390.7	3	38.496	1.2236	32.4937248	10.6156832
763	390.4	3	43.834	1.3754	18.1367152	8.465753
765	393.3	3	42.246	1.3064	21.0629216	6.7085902
766	392.6	3	44.282	1.3016	36.89896	9.4950344
767	396.6	3	37.72	1.9328	27.90051	12.1615122
768	395.6	3	46.168	1.0448	25.2175256	5.6727108
769	399.1	3	42.466	1.1752	36.7270444	6.4794064
770	397.6	3	46.286	1.1086	19.7562348	7.6946986
771	398.4	3.2	39.02	1.092	25.2692858	9.041261
774	400.4	3	42.646	1.2962	20.3350908	13.1355548
775	404.1	3	39.884	1.0036	32.477242	5.6850308
776	403.5	3	42.246	1.135	21.2544926	6.8649252
777	402.6	3	43.558	1.1572	33.6274132	10.5992836
779	453.3	3.1	44.746	1.1244	60.449245	33.3049226
780	408.4	2.9	36.592	0.9754	28.0863898	3.426318
781	410.9	3	38.872	0.9938	31.419272	4.9205808
782	408.8	3	41.554	1.3526	22.3617034	8.047866
783	412.4	3	45.444	1.0886	35.5607608	6.5272276
784	409.4	3	43.664	1.3444	19.1725566	9.7440106
787	412.8	3	53.972	1.4202	30.6348482	8.7965602
789	466.5	3.1	47.878	1.1632	54.6524074	52.4218408
790	419.3	3	39.798	1.0382	31.873577	13.860576
792	421.2	3.3	43.886	1.3342	17.9489738	7.7983422
793	421.4	3	42.544	1.1362	18.7249718	6.791619
795	423.3	3.2	44.794	1.1862	26.3860838	16.8414178
796	429	3	39.36	2.1164	34.2547196	6.9045412
797	430.2	3	38.852	1.0376	33.5561272	9.8741372
798	427.9	3	45.006	1.1324	23.275342	6.3379366
799	426.1	3	43.572	1.282	20.4340364	6.6333324
800	429.8	3	47.474	1.1162	34.291068	9.8781592
803	433.9	3	45.376	1.3276	23.0163064	9.4073766
804	437.3	3	42.666	1.335	30.871272	7.1164048
805	436.8	3	45.676	1.0994	26.9727766	7.2629226
806	436.5	3.2	42.434	1.2094	30.3924724	8.1958054
808	437.9	3.2	48.536	1.3286	31.3184374	11.1663648
809	486.8	3.3	48.302	1.49	58.0840222	31.2752788
810	439	3.1	46.414	1.2494	32.4208206	6.9203296
811	443.3	3	38.614	1.3978	34.1901064	6.0760908
812	443.3	3.1	45.108	1.393	33.7690832	10.0630688
814	446.7	3	47.658	1.141	20.0418524	7.5141656
816	445.1	3	45.984	1.2598	18.6521754	6.2081436
817	449.5	3	47.496	1.2102	20.3554928	8.8279946
819	451.9	3	42.004	1.165	39.3262872	6.3897858
820	456	3	44.562	1.7114	29.6077302	6.9868452
821	452.8	3	47.766	1.1984	38.713914	6.2176716
822	406.6	3	46.624	1.248	30.1690748	5.7319132
823	456.5	3	42.884	1.0202	35.275112	7.277446
825	458.1	3	40.032	1.1426	34.7488752	8.0294696
826	459.2	3	39.562	1.2776	44.8634312	7.4626488
827	457.1	3	48.696	1.17	20.1706844	7.536445
828	461.9	3.1	47.846	1.0576	31.4628666	11.4671286
829	461.4	3	50.81	1.2052	36.6179226	12.9915132
830	514.3	3.1	50.344	1.41	58.7995818	29.7793152
832	465.2	3	48.134	1.1414	23.0570216	7.0232564
833	466.6	3	45.798	1.1486	34.5613506	9.026925
834	470.5	3.1	47.744	1.2116	29.4244232	7.0654984
836	468.4	3	49.368	1.1476	20.4826596	8.1285214
837	472.1	3	42.868	1.1684	35.7702656	6.7192724
838	470	3.2	51.136	1.9144	20.472734	10.7970962
839	474.3	3	48.136	1.2172	36.4276268	7.40895
840	474	3	48.194	1.2334	25.4365862	7.9447814
841	478.2	3	42.714	1.0214	41.6344416	5.7899696
843	481.8	3	54.884	1.2636	21.140171	7.8629718
845	480.7	3	46.568	1.2534	41.8473432	8.2856552
846	490.1	3	48.168	1.2158	25.7846056	5.6003092
847	481.4	3	50.146	1.4058	25.1731432	7.5942244
848	484.4	3	54.368	1.2558	35.5793114	4.7553758
849	481.6	3	51.696	1.7836	22.4343352	8.707996
850	481.5	3	52.064	1.4676	32.9148108	10.3387266
851	495.8	3	51.016	1.2358	20.3149496	6.2191318
852	486.5	3.1	48.512	1.3424	34.2729468	7.2764386
854	492.7	3.1	43.73	1.0606	37.3822724	6.5444444
855	490.9	3	51.12	1.2294	28.8876022	6.998715
857	491.4	3	50.184	1.5342	34.5198488	6.5241788
858	495.5	3	51.25	1.4496	21.584282	6.833371
860	492.9	3	54.312	1.2556	21.6478436	8.6300262
861	464	3.7	66.282	1.8034	61.3644414	32.1683606
862	500.9	3	47.706	1.2698	44.8812748	12.9451344
864	499.4	3	49.51	1.1618	40.5252216	6.1535684
866	503.7	3	52.952	1.3826	21.9547502	7.1652376
867	505.8	3	49.23	1.8412	40.5582312	9.3094912
868	507.5	3	44.662	1.3586	44.8456044	8.04318
869	505.7	3	48.62	1.6364	42.700007	13.2544234
870	509.3	3	44.452	1.6154	47.0744476	7.1219232
871	509.2	3	55.598	2.7242	34.1472908	10.1031044
874	519.3	3	47.014	1.131	34.8404708	7.4965312
875	515.9	3	49.608	1.2798	46.7241064	29.1859764
876	516.6	3.2	50.406	1.2762	34.066275	6.7710804
877	517	3.1	53.766	1.1996	27.0778672	6.7051952
879	520.6	3	49.962	1.5112	46.9797784	8.7642572
880	524	3	49.27	1.2992	39.8350084	6.4118328
881	518.8	3	54.574	1.247	22.7516344	7.8468716
882	521.3	3	50.716	1.1504	42.4869674	9.0907762
883	525.2	3	45.884	1.1302	42.406661	7.2932932
884	526.2	3.2	48.722	1.1644	40.3997428	7.3864664
885	525.4	3	53.184	1.2018	40.3838048	6.6741522
887	529.9	3	52.246	1.5394	44.403873	17.091116
888	530.8	3.2	56.074	1.4884	27.1562028	6.4410088
891	535.4	3	55.504	1.506	35.7800668	8.5105068
892	535.1	3	58.25	1.5626	29.3401722	10.8314346
893	540.7	3	55.022	1.1778	34.3949898	6.4959872
894	539.4	3	52.262	1.2954	43.6097154	6.8927282
896	542.3	3	51.724	1.3248	41.0537658	7.0467732
897	542	3	51.174	1.272	40.7397984	8.172473
899	542.5	3	46.58	1.5776	52.51993	7.7952452
900	544.4	3	52.27	1.1878	50.247494	8.8611972
901	546.1	3	51.062	1.296	37.854905	8.385316
902	542	3.4	56.936	1.7572	24.9751668	7.637378
903	548.9	3.6	75.92	1.511	23.537043	8.7757948
904	551.3	3	55.2	1.5216	25.9556996	5.8157384
905	553.8	3	53.192	1.2192	45.8094784	11.512994
906	555.9	3	55.632	1.2988	33.7462226	8.136529
907	557.1	3	49.724	1.2894	36.8209382	7.163963
908	557.9	3	55.752	1.3362	34.6998728	7.297467
910	557.9	3.2	52.278	1.5616	33.5820992	5.7893444
911	555.7	3	57.618	1.2578	32.8778362	9.0574912
912	558	3	53.786	1.1922	49.7365072	12.8130644
913	554.7	3.9	67.46	1.8234	43.063754	11.645801
914	562.3	3	50.008	1.0784	37.3210906	8.6077472
915	565.1	3	50.016	1.0642	42.3943184	7.6483576
916	568.6	3	56.638	1.4778	35.838988	7.0764534
918	566.3	3	53.626	1.1444	45.4286344	6.1175832
920	573.5	3.2	60.05	1.3236	38.8056152	9.9279114
921	575.1	3.2	52.25	1.5976	42.1069472	5.2672226
922	567.7	3.2	59.02	1.5806	38.263921	8.6867328
923	575.5	3	53.182	1.1942	43.3240112	9.645994
924	569.2	4	63.94	1.998	41.8207566	10.9079566
925	578	3	55.18	1.7862	42.1644848	15.0367518
926	584.8	3	50.874	1.128	50.7227836	7.0261952
927	578.3	3	54.102	1.5118	39.647851	6.5065702
928	581.2	3	58.964	1.3212	37.7851238	6.7595282
929	581.2	3	50.918	1.2346	43.067702	7.0395496
930	581.2	3	56.356	1.3228	41.333789	8.3074192
931	582	3.1	60.698	1.4342	39.6934426	7.6069346
932	650.6	3.9	80.322	1.9242	65.8478402	31.9328224
933	587.9	3.3	60.424	2.1584	29.0430712	8.4154996
934	581.3	3.9	67.404	2.005	36.8086986	11.6937268
935	586.2	3.8	67.968	1.5978	24.7980376	10.2436978
936	588.1	3.3	55.694	1.2072	44.6123856	7.8287878
937	595.7	3	58.574	1.223	44.7756036	11.3876226
938	602.5	3	51.984	1.5376	45.0447884	7.469698
940	596.2	3	55.178	1.2548	36.4108418	9.256928
942	607.3	3	52	1.1852	43.896984	5.4924396
943	599.5	3.6	61.206	2.1236	41.6067472	8.930881
944	602.1	3.4	51.288	1.1556	40.4971882	6.432972
945	597.6	3.9	65.796	1.9028	47.579509	10.804314
946	550.5	3.7	72.434	2.474	26.422957	8.1070252
948	605.7	3.6	54.388	1.2432	47.17146	8.4501648
949	605.7	3	56.906	1.214	40.8280608	7.0027334
950	609.9	3	58.01	1.2798	42.7320772	10.4543168
951	609.9	3.6	60.482	1.3546	30.805564	7.0933326
952	611.6	3	54.566	1.1796	47.2910832	5.487748
953	680.4	4.2	72.492	1.572	65.184768	32.0257674
954	613.2	3.3	58.232	1.2934	37.6090504	7.711852
955	611.5	4	82.48	2.0756	42.8122314	10.8153538
956	616.9	4	66.556	1.8372	25.9093748	9.4314492
957	615	4	65.384	1.6936	31.995718	9.3021516
958	618.3	3	56.224	1.4162	41.092812	8.6003388
960	621.5	3	55.07	1.4364	47.5082536	7.4039884
962	623.4	3.1	56.34	1.374	45.7431892	6.9307528
963	626.1	3.9	61.858	1.7942	38.0497094	6.8064376
966	627.2	3.4	59.626	1.2428	50.5460376	7.9923914
967	628	4	74.566	2.1812	26.4060552	8.4056378
968	632.7	4	68.628	1.627	28.6604174	10.0383186
969	633.3	3.2	55.408	1.3214	42.4572874	6.4521452
971	637.2	3.6	55.182	1.4922	42.7316374	7.437016
972	634.8	3.5	59.414	1.4504	47.2568356	10.2556136
973	642.5	3.5	54.938	1.1482	41.9110726	7.7669176
975	580.1	3	54.342	1.3652	47.212098	6.307155
976	642.5	3.5	57.77	1.209	48.7740688	8.9132836
977	644.9	4	77.674	2.0354	51.6547712	6.862363
978	642.2	4	72.78	1.9542	35.5746548	7.8268696
979	662	4.2	83.532	1.5538	27.618754	8.1696584
980	646.8	3.5	57.424	1.3292	49.4002036	6.9283944
981	652.2	3.9	61.79	1.3042	47.403644	7.7254058
983	650.8	3	69.79	1.1998	117.4876668	7.8372352
984	652.9	4	65.876	1.6738	44.6441756	6.6996492
985	651.5	3.4	59.402	1.3978	51.0522732	5.8687144
986	641.2	3	58.618	1.2104	48.668774	5.775792
987	653	4	71.082	1.64	34.0470184	10.4549494
988	660.3	3.2	57.418	1.9102	48.1394228	7.2736834
989	657.9	4	72.002	2.385	39.8468572	8.4328182
990	658.2	4	70.778	1.6854	33.5543436	9.7457102
992	662	3.9	64.018	1.4062	42.5056482	13.6793902
993	670	3.7	60.788	1.6014	47.7939438	8.08277
994	666.5	3.9	60.142	1.199	48.8338096	8.3826612
996	668.7	4	65.888	1.5838	31.4087476	6.7311176
997	667.1	4	72.052	2.4122	42.7436056	38.702843
998	673.8	4	69.718	1.9012	35.9748642	6.4628134
999	674.2	4	73.202	1.5528	28.1983624	8.8904182
1000	672.8	4	71.598	1.4572	46.7064516	7.0232692
1001	678.5	4	73.61	1.824	47.1122026	8.1214014
1003	676.1	3.9	61.818	1.6506	52.218164	5.6298458
1004	679.3	4	66.278	1.9188	51.9332104	14.2062292
1005	685	3.2	57.948	2.0254	48.737683	4.0973214
1007	688.4	4	65.148	1.2974	49.5913972	7.9221628
1008	677.4	4	78.09	2.0502	38.6786262	16.6986898
1010	688.4	4	71.464	1.7206	35.6436558	7.891611
1011	687.4	3.9	60.72	1.4608	55.2477184	6.8992732
1012	627.5	4	63.088	1.292	51.5920232	8.1418258
1014	694.9	4	64.934	1.3522	64.0261636	7.9869146
1015	694.1	4	61.15	1.3594	52.1512712	8.2571632
1016	703.7	4	67.128	2.2316	37.753781	8.7073168
1017	698.6	3.6	69.884	1.2732	56.7470992	8.6848764
1018	691	4	77.172	1.5494	46.6409722	10.8786546
1020	702.6	4	73.21	1.9986	43.3305004	16.6129908
1021	699.2	4	75.158	2.4066	48.563752	10.9719158
1022	703.2	4	77.006	1.7946	39.8849742	9.2355508
1023	706.9	4	73.252	1.7598	29.5421484	9.4594048
1025	710.1	4	68.142	1.5836	46.1215512	10.3891732
1026	709.3	4	62.34	1.2772	53.4577736	8.6474332
1027	711.5	4	75.868	2.195	61.5449184	9.3666176
1029	712.7	4	62.162	1.382	53.1641616	7.8323076
1031	718.7	4	64.038	1.4668	53.4246972	8.6320844
1032	714.4	4.2	83.056	1.9674	32.701157	10.387349
1033	723	4	66.234	1.2636	45.5978764	7.6000994
1034	724.1	4	84.008	2.4366	45.223645	6.3568638
1035	719.7	4	76.21	1.7216	50.1260858	6.887553
1036	727.4	4	65.742	1.3008	52.679014	8.7254304
1037	726.6	4	69.312	2.7574	54.6176124	8.724694
1039	721	4	99.832	1.5622	45.6112688	10.6375956
1040	731.8	4	68.274	1.7956	47.984178	115.3211976
1041	734	4	81.968	1.889	49.7123856	9.8159006
1042	724.3	4	79.118	1.6882	37.5820442	8.7460872
1044	733.8	4	63.322	1.4434	53.9824384	6.3837024
1045	728.8	4	77.79	2.032	56.079796	8.338202
1046	738.1	4.2	75.71	1.7702	55.21608	7.9681934
1047	738.8	4	63.722	1.3958	55.7193508	7.5729432
1050	738.1	4	85.712	1.6788	50.4149336	12.8939316
1053	741.3	4	84.106	1.556	32.6835948	12.7210158
1054	752.6	4	66.512	1.267	49.1123128	8.556205
1056	745.6	4	78.502	1.8368	43.25935	12.1259248
1057	752.8	4	76.542	1.6292	44.4576092	5.7429728
1058	757.6	4.6	68.512	1.431	58.2385804	6.7625064
1060	764.7	4	70.658	1.7588	45.4537818	6.9822904
1062	757.1	4	65.24	1.3316	56.8361612	5.8319624
1064	757.1	4	112.958	1.7468	40.6070592	9.7759464
1065	764.6	4	80.91	2.1714	50.0872934	10.0086834
1066	766.4	4	81.256	1.4462	59.4178316	7.6967516
1067	762.6	4	81.224	1.798	43.4800962	8.158518
1068	766.6	4	79.302	1.7896	55.4765508	8.154451
1069	772.8	4	78.2	2.004	52.5117236	8.5490698
1071	778.6	4	74.984	2.0146	61.1336158	10.0539048
1072	776.4	4	69.61	1.4722	54.3639962	8.6155692
1073	779.8	4.2	70.81	1.4654	57.7292888	5.5719042
1075	767.6	4.2	88.764	2.368	32.6854418	11.4820654
1076	790	4	68.142	1.3	51.5476926	4.9331174
1078	773.8	4	82.73	1.8694	38.3291226	8.3009606
1079	786.7	4	74.552	2.2268	60.2235784	5.204501
1080	783	4.1	82.816	2.3058	63.1463428	10.0497896
1081	789.7	4	98.69	1.8874	46.7046832	7.5876936
1083	796	4.2	76.24	1.9936	64.65576	7.1493166
1086	797.2	4	82.988	1.767	58.7442008	9.607376
1087	797.7	4	68.686	1.4426	59.38722	6.647634
1089	797.3	4	116.178	2.513	59.2687816	8.0209234
1090	798.6	4	85.048	1.986	52.145669	7.1741684
1091	803.3	4.3	83.922	1.9088	57.3775606	10.7361972
1092	798.9	4	84.454	2.4522	59.523188	6.8675382
1093	807.5	4.2	74.116	1.562	60.3558444	6.176994
1095	810.9	4	68.008	1.3524	58.7741932	4.2953508
1096	813.2	4	81.778	2.3478	69.2864576	6.629675
1097	813.7	4	74.104	1.8586	60.3196964	8.4416288
1099	820.2	4	79.93	2.045	54.2785494	8.0490924
1100	806.8	4	88.824	2.0524	43.0006198	8.3132746
1102	813.5	4.2	86.374	1.7228	51.244223	7.9070482
1104	820.3	4.1	86.356	1.8594	55.3122928	7.1551864
1105	827	4	80.506	2.5036	61.4638354	9.902384
1106	828.5	4	88.246	1.3998	60.5351324	7.4474088
1107	829.6	4	77.194	2.1616	47.8623448	9.2753588
1109	831.3	4	94.768	1.6154	72.5930516	5.599344
1110	838.7	4.2	80.566	1.6512	62.7745604	8.2869364
1111	836	4	73.968	1.3592	63.1511728	7.9404056
1112	835.5	4.2	79.982	1.6874	72.9468184	9.9852928
1113	831.7	4	102.54	2.3738	97.350038	7.714367
1114	838.9	4.2	86.028	2.1078	51.15545	8.4739856
1115	836.5	4.5	85.288	1.8754	61.9933576	7.8131686
1116	837.8	4	83.686	1.9668	44.4970114	6.7147992
1118	847.2	4	82.01	1.9738	64.5581912	5.7402234
1120	853.9	4.1	75.024	1.5956	65.0188796	4.5702406
1121	848.6	4	73.864	1.3972	62.1888168	5.879286
1122	856	4	81.316	1.8186	71.4863968	6.9608826
1125	844.1	4.2	93.418	2.1966	64.8663396	8.6182576
1126	863	4	79.818	2.7696	59.0453522	7.4816154
1127	853.1	4	88.736	1.7484	52.2260432	8.644907
1128	860.4	4.4	88.27	2.0644	38.199579	6.9127716
1131	869.1	4	74.582	1.7064	66.01383	7.5763808
1134	869.4	4	83.31	1.8098	64.6737562	6.8876584
1135	872.7	4	73.728	1.532	63.9496176	5.5714112
1137	875.6	4	89.664	1.8968	74.4485632	8.0157196
1138	868	4	90.74	1.748	64.1173348	8.9313254
1139	873.5	4	92.894	2.3526	48.0916786	9.8524938
1140	877.4	4.2	91.134	2.182	63.0017584	12.0483778
1141	907	4	80.514	2.0664	68.7657884	6.616501
1144	884	4	84.592	1.5616	64.3289508	7.9204002
1145	899.1	4	83.424	1.845	58.8995608	7.2770396
1147	887.4	4	88.204	1.757	70.0344888	9.995238
1148	893.5	4	78.32	2.3214	65.334968	9.7517424
1150	884	4	113.18	2.9192	70.6620304	8.9319326
1151	888.4	4	90.894	2.3162	41.5392492	7.8278808
1152	893.5	4	93.89	2.3474	52.547144	8.5652846
1154	901.7	4	78.376	1.8454	64.8357644	5.8347828
1155	907.4	4	77.274	1.52	74.0850524	5.9761588
1157	904.2	4	87.092	2.0868	68.5258408	7.0755036
1160	914.1	4	79.272	1.7384	65.650518	5.2248416
1161	911.6	4	90.772	1.5704	65.2968156	7.5767664
1162	915.4	4	86.278	2.321	78.0858624	13.5625288
1163	906.8	4	99.322	2.1544	53.7744474	10.302506
1164	911.7	4	105.044	1.9018	70.0478696	10.3816078
1165	919.8	4	77.456	1.5434	67.0660404	7.8567976
1166	923.5	4	90.674	2.0886	62.8514958	6.7009704
1168	924.5	4	80.102	1.5432	66.1462752	8.9568336
1170	925.5	4	89.072	2.2962	66.4793688	9.9328504
1173	932.5	4.4	91.47	1.9426	67.1072288	6.4927678
1174	931.2	4	133.08	1.8338	61.7144644	8.5829896
1175	926	4.2	116.7	2.044	47.2935096	12.6754496
1176	931.4	4.4	90.752	1.8396	74.9530948	7.6668456
1179	942.2	4.3	88.314	1.6492	60.8690172	5.6461312
1180	949.5	4	79.766	1.637	71.482916	5.3461256
1182	943.9	4.6	88.298	2.4648	62.6479182	7.0257024
1183	947.9	4	89.102	2.6304	62.0106068	9.568289
1185	951.7	4	79.216	1.6522	58.0649198	5.5411792
1187	957.3	4.2	104.814	1.9442	65.559807	8.718124
1188	946.1	4.6	104.024	2.179	74.0852352	9.3222568
1189	959.3	4	86.06	1.5766	61.927847	6.7246508
1190	963.5	4.2	88.032	1.9026	70.80152	7.9063668
1192	964.6	4	91.03	2.0302	65.8471656	8.4109554
1194	965.8	4.2	82.81	1.5362	70.7204496	5.0653064
1196	968	4.4	89.274	2.1074	68.1681178	6.8986884
1197	979.2	4.2	88.148	2.2224	70.4740368	8.367196
1198	970.4	4	102.67	1.8064	72.973422	6.8753306
1200	967.4	4.5	95.628	1.7428	85.807434	8.6925452
1201	979	4.1	91.408	2.1918	75.3064188	9.636006
1203	1009.2	4.6	106.56	2.4948	75.868674	8.4104184
1204	979.8	4	91.736	1.9306	69.7855932	6.9486132
1205	982.6	4	92.16	2.3478	63.4317886	7.9609282
1209	989.3	4.4	91.148	2.6	65.8554156	5.5073952
1210	991.3	4	97.36	2.5296	63.411198	8.0997568
1211	993.2	4	90.482	2.706	74.850702	6.1967892
1212	987.7	4.7	103.304	2.3496	69.827219	9.6647898
1215	997.9	4	95.416	2.2378	72.7419888	10.5667784
1218	1006.9	4.4	91.756	1.873	71.89429	9.2154368
1219	1012.9	4.5	92.858	1.6518	68.4993868	7.6938878
1222	1011.3	4.2	98.864	2.0822	65.1211294	9.1549928
1223	1012.9	4.2	90.842	1.981	72.203588	7.8266632
1224	1007.4	4.9	94.952	2.156	76.064136	10.3779268
1225	1008.2	4.8	100.704	1.818	77.328736	7.9507468
1228	1021.8	4.7	94.42	2.087	74.9090896	7.618518
1230	1027.2	4	87.63	3.279	66.5401038	7.0505628
1232	1030.9	4.1	89.862	2.2112	78.066456	7.7865884
1235	1030.3	4.9	97.414	2.0722	61.4520918	8.0927012
1236	1032.8	4.7	116.74	2.1316	68.7746522	11.1467456
1237	1027.6	5	102.45	2.3442	44.8861836	10.8130516
1239	1041.3	4.3	93.736	1.922	75.6915968	7.1584552
1242	1051.5	4.8	98.534	2.1094	74.314244	10.9511032
1245	1053.6	4.9	102.898	2.0062	68.750503	6.480178
1246	1050	4.5	95.964	1.7996	69.6738154	9.9247512
1247	1053.7	4.7	91.268	2.4182	74.7976036	8.1356352
1248	1049.7	5	102.022	2.0082	75.8183756	6.8890246
1249	1051.7	5	104.064	2.0044	71.5393912	7.7950248
1250	1054.3	5	113.34	2.3824	74.7360176	12.136098
1251	1077.9	5	95.034	2.0566	75.5414004	8.0571776
1253	1065.5	4.4	96.75	3.1724	61.0303096	6.4759224
1254	1069.6	4.9	106.816	1.9258	82.5042268	7.9383656
1255	1075	5	96.638	2.142	78.8926756	8.46487
1258	1067.4	5	100.562	1.7662	70.051661	8.8160828
1260	1073.3	4.7	97.178	2.6586	79.4988532	6.9538836
1261	1074.3	5	113.04	2.1168	78.530876	8.2426046
1262	1076.4	5.2	107.12	1.909	81.1104776	9.2432996
1265	1093.2	5	95.918	1.9854	82.4077696	6.17352
1268	1089	4.8	103.276	2.6512	76.6062176	6.989124
1269	1092.5	5	105.092	2.236	77.5477028	8.4583998
1272	1092.5	5	101.59	2.4664	73.1491242	7.4339044
1274	1088.7	5	104.14	2.507	74.0582764	9.4018336
1275	1093.8	5	102.58	2.2458	78.975218	11.4448848
1276	1100.1	4.8	103.722	2.4248	78.7479656	5.8872374
1278	1111.4	5	98.664	1.8172	74.6850488	8.9036712
1282	1113.4	5	100.4	1.8838	78.0162024	7.3978992
1283	1113.5	5.4	108.72	2.2868	74.5639748	7.8625324
