Total	S3	S4	S5	S6	S8
563	3.5045138	80.8882066	3.4244318	9.5266164	59.9395608
564	3.9623696	96.9083642	3.0403612	9.2824346	75.153933
565	4.423664	60.6045548	3.0132164	15.0285292	58.114528
567	4.841533	55.178652	4.0545038	16.902015	48.5917374
569	5.1273538	76.9189594	3.4942724	13.093527	63.4223864
570	4.3465472	58.0514736	3.3964648	16.4754116	100.4121364
572	4.608883	61.6216204	4.849448	15.9398494	61.0765452
573	3.6099744	57.1529374	3.0550052	9.8937872	82.3424424
574	100.426177	99.9149148	17.0464344	45.7140382	99.794012
575	3.6936396	75.7947906	3.5322222	9.53587	108.7529854
576	3.917177	69.8642048	4.2669384	9.5550536	45.7357162
577	4.7320456	46.0678068	3.8640192	17.3497222	59.0840798
580	5.1383512	60.212518	4.0233244	18.2138432	107.5690216
583	3.888474	37.4362306	3.2456556	17.697015	44.2005078
584	38.4054284	91.295361	17.5823146	44.9613832	89.206489
585	4.1404268	58.052836	3.5790334	15.3371972	58.3617368
586	3.4576902	102.847119	2.5892896	9.9536068	111.9224274
587	5.1322378	49.0941764	3.352328	12.8743	48.4888402
588	3.7236006	46.9079462	5.1568878	13.68759	58.0523408
590	3.8021218	56.6405278	3.0051854	18.8995308	61.6576284
591	4.5189068	70.1959474	4.0738826	19.7355384	88.1492148
594	24.2946542	87.4831014	18.9783636	42.5043116	103.4712774
596	3.7442124	64.8889386	2.6775564	12.557137	78.23243
598	3.755532	113.1195398	2.6811274	11.9691016	93.9772444
599	4.310138	48.0703814	3.1454886	10.405128	42.434382
600	4.1026748	57.3696488	2.8954858	14.9082158	55.294398
602	4.6923822	68.6444886	3.312709	19.0231704	62.861565
604	23.7658712	98.8589218	17.4489216	44.4541076	112.5115932
605	3.8711248	59.3855458	3.163768	13.3483322	48.7324782
607	3.7480784	113.1497732	2.7901188	10.5546006	73.2305426
609	4.2001938	92.0565836	3.169265	10.4664838	86.7200802
611	3.745492	50.8176412	4.1972344	10.9516154	51.6316452
612	4.3376986	68.879686	3.6695112	15.7760954	69.506442
615	23.9439462	93.858973	17.2877394	41.7117916	94.362386
616	4.9910322	62.7435824	3.1809662	11.6830668	57.0947262
618	4.0348054	128.0582024	3.3716842	13.200035	68.0684754
619	4.1384864	56.0018372	3.3262822	21.1007366	54.7151536
621	3.9958812	78.7172256	2.7167348	10.8584448	105.8869972
622	3.6927506	46.4172098	2.8154824	13.4372696	52.5327918
623	4.3538418	696.6519736	3.3009224	20.0519898	73.9768398
624	4.9019838	59.3685164	3.644804	19.126022	57.9423482
625	22.510422	96.4527718	21.8250792	43.9119038	91.3816658
627	4.0224558	90.3586488	3.445503	11.8646676	64.1719788
630	3.7127936	156.5364272	3.4271632	13.4622938	148.7851896
632	4.0332292	84.7390632	2.8548558	11.013418	125.9472132
634	4.5662992	61.6443418	4.2864942	11.576884	53.4652118
635	24.8790712	94.5829986	19.9668106	34.0505604	80.6092478
636	3.4812196	66.61401	3.435645	14.2822954	61.5756762
637	5.664133	60.425528	4.8563116	14.2845376	59.9038394
638	4.2083566	223.0733272	3.2626746	11.9485518	56.7392032
640	5.4322404	93.096122	4.0181546	26.458028	93.4911792
641	4.6149254	132.8577004	2.9542824	13.7775562	135.9985496
644	5.21803	69.724222	4.9511932	20.7014604	67.4772484
645	23.9411834	108.0981086	19.859178	42.9767966	213.074312
646	4.219551	50.3598194	3.3622592	15.1384198	57.3281598
648	3.1174994	71.1050368	2.7759382	14.1781254	56.5196276
649	4.2060058	89.786015	2.9172802	12.187388	86.973144
650	5.9030288	72.464851	4.3494188	21.6179604	70.9260436
651	6.457056	81.7471122	3.7181932	19.8517138	79.9078464
652	4.2242422	110.1728384	3.1303658	11.7412746	129.4779098
655	3.709123	43.7017668	2.8848216	11.7588008	65.8513372
656	27.3391036	96.7241144	19.729225	40.1443314	97.1216692
658	4.1918794	58.7901864	2.923651	14.271388	66.4540366
660	4.175624	103.1079472	3.316926	13.0463712	113.6525528
661	5.4034348	77.9490336	4.3307354	14.299353	79.1030708
662	4.7401416	74.5952256	4.4361842	17.9412766	75.4531088
663	4.78696	65.9381196	3.234672	22.4211792	64.8953268
666	25.8849912	112.5091258	16.2586758	40.072542	107.6045794
667	186.2253678	63.3285538	2.941935	11.9976174	76.654882
669	4.3588246	63.3633696	2.797314	12.0165952	67.5646986
671	4.3183968	117.758444	3.2816184	12.820003	116.2072962
672	4.2512588	67.315509	3.1918516	13.3882286	60.7712054
673	4.8583838	98.743692	4.427277	22.9394176	76.0635504
675	4.1604568	82.8678516	3.2782442	12.1660018	105.1081656
676	25.2393372	99.0739714	19.7268954	44.7073206	109.6524056
677	4.6863194	69.7749312	3.9919932	23.9721022	114.1631408
678	4.2792572	66.2040328	4.5403636	20.1872596	67.9811096
681	4.0842104	61.6686706	2.9595234	16.024404	62.667292
682	4.2139072	103.114344	3.3190684	12.4015172	132.7543394
684	4.2129864	81.3768248	3.1539092	13.8618174	71.1515736
686	21.664071	98.6207918	20.1287554	45.983216	98.898144
687	5.5750908	62.1080598	4.2538296	22.7396206	71.4337644
688	4.472822	69.0099096	3.9178276	21.293354	70.580996
689	4.8072806	90.7918936	4.7592328	21.9650738	72.7219102
690	3.4212514	77.777893	2.7911014	17.605463	57.2278306
693	4.3645318	72.1586836	4.1448148	13.161386	72.3558188
696	3.4470888	88.8522792	3.1634116	13.6092576	74.9861218
697	27.4818324	92.0488944	19.4020168	48.8038532	90.0594238
698	4.5107768	81.3356066	4.6458094	17.4304904	88.7076444
700	5.9580984	73.3663408	4.0939228	23.8344896	65.359162
701	3.4914494	151.2174544	3.4284524	13.0452384	86.604698
702	4.1405056	72.4455834	4.5008894	20.4865094	62.9636964
703	107.812744	85.4546854	3.775978	23.3235126	79.1234982
704	4.4396632	165.8440032	3.2933288	13.422884	271.178254
705	3.3903412	76.5343484	4.4265904	23.9210144	58.489625
707	21.4130412	138.6357684	117.4002162	37.3978668	95.534775
708	4.0330916	108.224727	2.5804986	12.1214786	102.5090868
709	4.9986624	109.0039376	4.2986856	17.8033372	64.855522
710	4.6931204	94.4212762	4.7701876	18.458306	87.113076
712	5.862166	123.109944	4.651882	25.2295104	64.9795734
713	3.9163238	85.1833064	2.9086218	13.0051286	87.182146
714	140.349	85.4931462	6.5530238	19.4263884	138.9295488
715	4.1578016	154.8846642	3.0901912	17.4955054	113.0702706
716	3.2329376	97.026618	3.1157264	15.0321408	86.4901008
717	27.8881478	129.1826102	22.4232968	39.0080568	128.190353
720	3.4196808	135.4894232	3.1607318	22.8205792	102.436386
722	4.8002608	74.514992	5.3386024	22.5017498	76.4900816
724	3.8352956	80.7578026	3.0697496	13.5022218	217.3416818
725	5.2400008	69.5376872	4.1727852	26.8924236	76.8794156
726	4.5243338	177.8484308	3.613549	13.9647248	147.8681746
727	25.5510982	95.7080052	20.1845816	49.2293482	115.2966226
728	3.9573504	80.1426746	3.5392976	13.9621392	56.2915602
729	4.5561562	81.2151864	3.8302896	25.339778	83.4809412
731	4.6451844	92.0568256	4.7212454	14.131007	90.1686346
732	33.9207064	89.1674602	3.14715	13.6445564	132.678412
735	106.918645	134.8473142	3.936581	26.2752796	140.3550272
736	4.247624	91.7231312	3.8973404	15.5764454	130.6871708
737	5.1249724	78.100622	3.205809	26.7933376	78.3539304
738	23.4115718	148.673149	26.9694754	39.3142676	132.7990768
739	4.5443756	70.5248598	3.60534	21.1292944	78.7842364
740	3.9563908	91.6075694	2.999562	22.3753098	116.4184236
741	5.5251388	115.0034262	3.8291708	17.7702816	95.0008392
742	4.4578268	74.2088082	4.5127312	27.1936512	79.799495
744	3.201411	140.3203524	3.1134972	16.3127908	97.0712362
745	5.660518	108.1202592	4.9560688	30.5362006	105.6432618
747	3.7039366	98.9514292	4.3014692	21.4422756	114.2395292
748	26.1031796	99.6181884	18.4333854	44.58577	118.3098876
750	6.212932	97.7181372	4.5805624	24.5026786	99.233087
752	4.3495248	79.5770366	4.38456	16.0791998	104.3775434
753	4.4385672	80.6979146	3.7510544	17.8994176	95.9365676
754	4.614024	79.7513518	4.0402998	27.3262756	70.3462198
755	4.2586878	80.5677092	4.2219292	21.7196676	257.0589336
756	3.7166814	84.9163788	3.8441732	27.7169696	86.206858
758	22.2979464	109.597602	20.487583	46.1430184	112.324383
759	142.3514128	93.7905448	3.4905416	15.5136834	89.5785396
762	4.584142	114.391168	4.7158364	27.314352	100.8577808
763	4.5898888	121.0663278	3.1780674	17.1151004	144.3544532
765	4.54509	75.6295756	4.9332388	26.7450488	84.0367958
766	6.4599828	103.3045076	8.3160946	26.8954088	134.5691534
767	5.6492034	80.09257	4.621398	30.7680148	90.814658
768	3.938051	84.0325532	4.828784	28.1316132	182.5697356
769	4.4246448	87.1716292	3.089456	27.5261968	102.1559512
770	3.4916882	102.8680708	4.075069	16.2070274	89.2431982
771	5.5507872	104.5186128	4.226686	29.1773476	566.220089
774	5.7335012	146.2006168	3.6721382	19.4686214	153.064754
775	4.1993914	135.1214202	4.613002	17.9537884	125.4536334
776	4.1443936	90.2768386	2.9805044	15.6636284	80.8399752
777	4.5844384	93.7639998	5.4966996	34.468964	87.0467476
779	34.2389888	96.9811014	19.5740662	47.3373392	98.5385876
780	2.831613	77.7612004	3.801066	29.5181376	85.84472
781	4.7585098	138.6269072	3.4287318	16.2308098	127.9886454
782	3.8241792	110.8622194	3.4356276	17.1810622	139.0469258
783	3.7630618	90.237372	4.0152516	28.5730736	105.925602
784	4.553122	82.4720618	3.9081664	29.0829144	84.8472568
787	3.4898658	108.0008474	83.1091904	16.0298326	125.0615696
789	26.4343186	283.3162248	21.0159866	51.837525	115.6017516
790	4.1113032	96.8450588	4.3028902	29.114398	82.9318146
792	4.0373792	123.675196	3.9063716	18.3486392	113.6251996
793	4.2926064	135.8588952	2.8312458	16.8749208	103.516222
795	3.4135148	86.8113516	4.1947968	32.74761	188.8356304
796	177.64025	93.3886116	4.4939024	33.4009808	93.7534588
797	3.8449804	83.1465568	4.1070588	30.1062168	94.289168
798	4.3180068	82.778614	4.0981368	29.7102696	86.2982676
799	24.7824164	143.1251394	18.3254938	47.9637712	106.4689786
800	5.917828	101.1681636	3.7951202	34.29391	92.7656838
803	4.9178702	97.7085538	3.9560998	17.0170572	154.0152352
804	4.659308	92.861191	2.8161732	25.5506732	90.4798134
805	3.9004724	108.763224	3.0903004	16.8740432	158.67987
806	4.726399	148.4061244	4.3301502	21.2505566	167.4518268
808	3.0693692	249.5510124	4.4155892	34.186151	90.772808
809	25.585602	142.649492	18.3766258	43.8895054	151.5696688
810	3.6602984	93.4461644	3.2795428	36.0032612	82.7687288
811	3.8043768	82.7523402	3.4531092	33.5273716	94.9324536
812	3.8122848	102.9247648	4.4630896	30.8433556	86.4964894
814	5.1849046	92.5973466	4.3661526	17.4708134	126.5933106
816	4.3687228	149.458818	2.974533	21.504787	142.0779084
817	5.775614	189.8767224	4.838129	17.451147	155.1497626
819	5.7892428	103.5578596	4.6480106	31.4435292	92.4049138
820	28.7535004	114.226897	18.352376	56.7472694	148.5017778
821	4.7414972	92.5034046	4.8482602	29.883812	110.2548348
822	4.6795146	122.7138826	3.935287	26.7157082	97.9228382
823	3.663438	104.700436	3.8772824	28.2886106	104.2882576
825	3.1325256	94.2510784	3.6207484	34.5934754	97.681216
826	4.047568	87.1245396	3.087405	37.0804336	100.5658244
827	5.1665462	170.143213	4.3342762	18.3147398	185.8136822
828	4.9634996	114.5601752	4.9131538	19.9823612	88.6982086
829	5.7752652	145.33836	4.051392	31.0826062	238.7374816
830	26.2367032	164.5405384	19.234396	43.984694	161.7158184
832	4.9486408	105.4794026	3.2605484	29.0561092	80.7283948
833	4.4424626	99.1757438	3.5164386	34.0915636	101.1911506
834	4.1006402	112.9455714	4.132234	26.6642788	78.1592402
836	4.9351342	90.9936276	3.8300328	17.8369238	81.2116936
837	3.915676	103.0272356	4.132236	33.3335416	125.7045492
838	4.4491436	106.0260128	3.8590288	25.2830208	106.970496
839	4.0750374	167.6063554	3.6978122	20.0246536	221.9904064
840	2.58316	90.8269694	3.4597648	39.7696792	101.9515896
841	4.4080608	108.0141764	4.9638706	32.0617424	113.30927
843	4.3093328	108.8606398	3.6827722	19.0844072	96.7523458
845	5.414506	76.2612232	5.3530744	32.6849508	107.9570052
846	4.9927174	106.2624908	2.7246096	27.1801256	127.582625
847	4.9827856	97.7643614	3.8424612	18.9572536	110.3869984
848	5.6717528	87.7794116	4.7172896	32.6662006	126.4540592
849	5.122478	185.7205102	3.843174	19.1142788	216.886597
850	23.9247568	148.4907564	18.8673026	60.9691724	170.3095302
851	5.349246	170.9522352	2.884632	35.4009068	165.6987652
852	4.3900626	105.24379	3.8939772	32.4016416	114.4583472
854	3.71968	97.3254204	3.2188576	33.7872036	108.2351436
855	130.2118574	142.0410222	3.368703	27.293082	144.5970074
857	4.4774938	99.5843942	2.6271524	24.8400716	103.52937
858	4.8756258	98.2689876	3.8021974	18.7702824	111.8983812
860	4.826738	197.0468786	3.582519	19.2231872	197.222178
861	24.287122	171.0731046	30.9326306	47.8913766	151.0002614
862	4.0002944	158.4229184	3.197322	18.6628994	160.5514624
864	5.4964274	110.3307334	3.3939966	32.45366	94.6434094
866	4.6625928	169.183099	4.6114922	23.5255552	152.6191166
867	5.0529516	115.3398636	4.8562052	34.565872	118.8109848
868	4.5415964	107.129358	4.3067942	32.6238086	105.948903
869	4.5739686	108.215953	2.7258072	20.6577574	108.0217846
870	2.9197314	103.0512692	3.6093768	39.7342152	107.3611072
871	27.6155894	121.1711632	18.8146148	47.36737	175.1837336
874	3.7195318	102.7951054	4.6998376	29.5003068	107.5383996
875	5.7421852	117.1661144	5.8151696	35.1101428	120.1051492
876	5.1320012	97.0606128	3.8179208	32.8550012	122.7189604
877	4.0291214	112.3820268	4.0643064	35.2518152	101.7375268
879	114.3368836	106.9482188	4.2816416	33.1452934	120.2261572
880	4.8716732	102.6064252	3.629873	23.6693396	130.9568766
881	25.0733406	175.7703528	18.8250642	62.6684164	143.288528
882	5.8911942	99.8970334	4.835604	32.6284424	109.0593828
883	5.4130588	110.45302	3.9424	42.7655676	111.9206964
884	3.4064452	101.5457082	4.6466208	37.0426048	114.9286044
885	2.8880908	95.4565456	3.9299228	37.56344	353.049254
887	4.5359556	112.0479202	3.4574066	33.098611	108.916808
888	3.8117456	114.5578156	3.1241312	37.5080366	126.5744724
891	25.6961444	171.9258998	21.0088408	49.8301808	152.3833554
892	5.2142244	192.433346	3.9489034	22.856824	181.2280062
893	4.5951908	211.7239992	4.3836628	39.1924936	117.1568152
894	5.4595302	124.5099948	4.7409322	30.170223	114.412314
896	8.7312204	115.5518832	4.418816	36.4561012	117.757278
897	4.291602	103.7233492	4.2243168	43.8026368	114.008204
899	2.7743602	115.20405	4.0107808	38.6531236	115.8127224
900	3.3782374	105.4065952	4.2617564	36.8075372	112.4462096
901	3.7708774	124.6415552	4.056182	33.3723104	112.988796
902	23.8871498	186.7870504	20.9177024	56.0032674	146.344487
903	5.6284182	199.7559658	4.2324392	31.3584858	135.5770808
904	3.9016664	122.0625822	3.5886144	30.8148036	83.622062
905	6.5626354	126.478386	4.867927	37.221859	119.8431148
906	182.322422	117.8421086	4.8501898	46.8799224	118.6972984
907	4.3840012	119.0290548	4.8466816	42.6930444	124.2596456
908	4.5513966	172.1005712	4.1324226	38.7930588	164.628798
910	5.0649552	120.529218	4.0810708	41.4525636	119.2496544
911	5.5644586	192.4156052	4.2110034	24.989155	167.6655904
912	24.6466644	534.9879088	21.9387308	56.8163476	177.560711
913	3.556386	116.063436	4.2745488	43.1999724	118.8025544
914	3.1265932	113.9421116	4.9126784	37.4449424	141.764932
915	3.680481	138.5249408	4.26304	37.9857048	117.8919388
916	5.3917516	117.0414508	3.0957594	36.4890398	110.8059724
918	4.2675918	128.0388604	4.6128556	41.8580084	129.883692
920	4.594672	161.9404944	3.1797958	35.4142178	118.7870254
921	4.8046944	130.8316348	4.390739	55.141842	111.9342034
922	26.371641	183.3126978	32.0031622	59.147977	177.3251782
923	6.9939668	115.031512	4.7252612	38.442166	105.9146592
924	5.1351284	118.2259062	3.6968746	31.5454968	120.499534
925	6.4900368	134.2890772	4.8131092	46.8822968	108.818439
926	4.10993	121.759722	3.7117398	50.3926396	121.3796212
927	5.1080014	114.0849918	6.5818982	35.0775084	104.0284642
928	3.2228766	123.6924488	3.9572208	39.9305452	113.0332846
929	3.7981524	107.9882594	4.5696508	38.8168364	119.2539244
930	3.5770896	116.2026696	4.0611744	38.5922472	141.158542
931	4.326744	167.4015984	4.2427408	27.931563	134.695342
932	23.922895	142.6549718	19.3980092	58.1348366	206.5995526
933	4.88715	174.7951342	3.6253446	26.1972672	208.2707196
934	8.1466496	434.743551	7.8765034	36.2852798	186.870702
935	4.5344736	127.263778	4.0176036	48.1048004	129.6045004
936	4.336978	140.9924264	5.1781606	39.8013936	125.3765048
937	6.1390324	135.1357616	5.6057956	37.9201988	122.6093386
938	5.4211132	120.2202022	4.5666404	46.4732374	128.5380792
940	4.3295472	111.7469484	4.168844	44.9725248	128.1460896
942	3.56951	124.7215032	3.4402488	39.4330012	125.71504
943	23.9028794	160.3585412	19.8381196	52.447339	313.318637
944	3.14681	122.9988052	3.6779132	39.6091896	127.0027844
945	3.2754928	108.1144618	4.4740712	40.6379792	123.4238448
946	4.8712722	192.623568	4.304457	26.7194562	216.2838524
948	11.7441734	118.2514934	4.3936228	49.2898928	132.7454044
949	5.5098556	167.9392	4.710998	36.5966718	110.3836904
950	5.524582	121.20764	5.7753224	44.6165972	138.3185244
951	4.2558734	120.5342114	4.1828406	33.6933232	117.9680234
952	32.143952	119.7151638	4.646552	43.56354	133.77863
953	42.0018886	176.191379	17.8786964	51.7349982	177.2797294
954	3.0896782	136.5582036	4.559636	43.9320148	240.1606792
955	5.778292	127.9541358	5.0403868	42.1235692	147.8204288
956	5.8666536	138.5175208	5.5157196	40.9623784	141.28658
957	3.7112236	127.4799656	3.5288114	37.3235556	131.186002
958	3.899864	113.7952442	3.8102088	37.5259764	131.0485592
960	3.8210036	127.7420516	10.0534546	42.9835092	134.638802
962	5.3706972	114.6399608	5.4407068	42.714562	161.4914684
963	4.5698012	135.495105	3.8845262	43.42994	135.2659124
966	4.2717868	135.0372616	14.03738	42.3399902	137.3414452
967	4.333693	165.9621416	3.6328504	32.5149484	155.984908
968	5.1966788	169.9676378	4.0977118	42.9714086	196.538619
969	3.2783884	135.38097	4.3823172	37.4919774	141.9058404
971	3.3477078	139.9388064	5.7943508	43.5143932	134.5557504
972	3.6392748	135.9353206	2.6836348	53.7073332	106.4070542
973	3.5261624	130.4396396	4.5488772	42.2582508	134.8106208
975	3.4861816	121.1874016	4.3921408	42.0784264	118.321159
976	14.6654162	248.8739466	4.889755	32.650317	200.0714202
977	6.6879774	154.9292938	3.6267486	35.6015978	143.7088034
978	5.22039	185.2425932	4.190691	33.119767	235.4385476
979	6.219539	190.6686786	4.3288896	32.0862042	215.2857488
980	3.8810852	120.9142616	4.8234028	40.2843208	138.4062856
981	6.3391802	148.1940736	4.5342572	42.974144	149.4549036
983	3.4331134	142.1175996	3.9330692	43.0699524	111.6026202
984	23.4700304	154.6382538	19.4786804	53.2097374	221.094311
985	8.937055	168.9075476	3.9895886	52.2413928	143.7749916
986	3.5617006	123.3606002	3.9842008	41.2455962	139.5619576
987	10.401493	217.2503908	6.4391882	34.1232662	410.257927
988	4.1849304	147.2245952	4.9437216	41.4844182	138.3771216
989	4.0235616	124.0039538	3.9346474	41.4786706	140.4103468
990	3.9950196	106.1291236	4.8528296	43.8436064	138.8638016
992	5.8393692	122.5850394	5.0285808	34.9376478	156.161378
993	4.5739878	130.8032752	5.4145604	46.4093886	133.9617472
994	25.2449164	165.193792	31.9580568	60.3937888	227.1722422
996	4.1571156	101.4503968	5.5253198	35.2678768	153.5730216
997	3.3751078	137.1150648	4.4714552	35.1882674	139.4235568
998	5.4017104	117.7214194	3.5761224	32.2910746	129.1894388
999	6.3292772	122.9388886	4.8664902	27.7021058	157.8894036
1000	3.491504	141.245126	3.1228266	44.0770912	139.9348212
1001	5.0471866	174.3426648	3.6899158	40.2555998	194.135709
1003	3.7441406	138.8569952	4.12587	46.5283936	142.3929996
1004	27.1862116	243.562412	19.613216	62.4863352	221.3796956
1005	4.0091	145.7249212	5.623556	43.1730474	145.3704568
1007	4.1981974	130.4215478	4.7789322	40.959672	134.9575874
1008	3.6500652	132.1081188	4.1808988	47.1423736	134.9075004
1010	4.3830208	128.7984486	3.653386	38.0279182	96.3622918
1011	4.10691	141.4417072	4.6885376	40.3337242	129.8734226
1012	4.9060314	134.7157808	4.7475984	40.2484872	153.3096408
1014	23.8180064	254.5428796	19.0593048	56.1670314	248.838114
1015	4.2340276	142.7919496	4.4108308	45.5697996	144.0198192
1016	5.53739	150.8490476	5.2026216	43.5683998	161.0819056
1017	4.3417156	144.8416916	4.1295376	46.8002352	145.6016504
1018	6.8942268	247.6812864	5.5407484	39.875183	247.0034834
1020	3.7399454	127.150931	4.9664364	47.302106	131.8481724
1021	5.9458812	225.2725692	5.214964	31.7643232	128.0569414
1022	4.0418174	150.4228276	4.2484852	41.6798594	137.2112704
1023	4.8152416	296.2661988	3.354162	38.75123	175.0194556
1025	24.0630832	165.0902274	19.756173	54.7906882	188.418115
1026	3.9974918	151.332358	4.4229844	43.0472198	133.5170486
1027	6.125486	140.42334	6.1529944	51.1581232	144.9430002
1029	4.4764148	169.230348	6.7674504	48.591602	136.2187654
1031	3.8492916	122.5703814	4.7954044	46.6176824	275.5442864
1032	3.5873326	149.908178	3.6730156	42.5922876	117.274072
1033	10.400494	110.8601428	6.0542328	47.4399056	183.2750796
1034	4.6138964	191.7281402	4.4576242	42.6120256	155.8021198
1035	3.8093736	148.2913492	3.6500182	49.5246712	149.0886508
1036	4.5075444	150.4594352	4.3455858	42.8306696	153.2328856
1037	7.2220442	268.1975322	5.4896282	48.7397196	162.2103132
1039	5.2105746	158.3300692	4.7034408	50.3785428	143.3449232
1040	3.9301674	170.7576512	4.235896	43.2597798	153.4925188
1041	5.203016	126.649707	4.4625038	43.049395	170.3030612
1042	6.1160028	171.3594834	4.3855796	29.9840458	167.7391998
1044	22.9828532	154.2376452	4.126478	49.1551964	138.7921434
1045	4.2012628	138.4478098	4.6531096	47.265254	159.6597056
1046	5.165815	158.0127602	4.437321	45.43753	164.732276
1047	4.0783536	158.3024324	4.778502	49.1482608	152.3051036
1050	4.3193916	149.710838	4.6304788	47.9631784	136.0461662
1053	4.541335	160.9505444	5.2469506	43.68399	168.5254048
1054	2.9006176	236.4678668	4.6036928	49.4505584	174.4210204
1056	5.732074	231.3776294	4.9481558	31.0414572	204.6228514
1057	4.406894	136.95493	3.2006924	40.0948236	120.1323314
1058	2.9049854	162.7683484	4.7000196	44.3439336	162.9931856
1060	6.7535238	147.0578034	4.9223998	50.7012428	150.7262732
1062	4.506766	159.1368492	4.4177932	51.7229388	156.5881596
1064	4.1053916	154.8071644	4.9928012	49.7012872	159.39125
1065	4.36964	173.3465668	4.939662	48.8925404	155.1792056
1066	5.2771688	164.7169904	4.96853	50.3560232	167.5573764
1067	5.480153	242.2066646	5.2620864	31.086679	256.4510616
1068	34.0622668	158.445212	4.2894456	44.7870012	159.9465988
1069	10.5357222	355.4800048	3.4579594	46.6124274	148.3445532
1071	6.9046416	159.7585056	4.9386594	50.9797668	163.4034364
1072	5.4191636	165.7456708	4.4651434	44.8080394	175.0184784
1073	7.3161106	184.8179924	4.8406948	47.0089112	140.936712
1075	6.9992992	266.5213764	6.2039266	35.5865292	223.2121708
1076	3.6766326	158.3987388	4.0758228	51.4511064	161.181782
1078	5.0875846	148.614888	5.0071364	45.705859	166.1301092
1079	6.0043928	161.0185204	5.7122344	49.4467256	153.4720862
1080	4.6951528	161.6775204	4.5208756	45.368658	159.7161676
1081	4.4537776	151.2370494	3.8571084	52.3207432	181.7435522
1083	3.9565866	157.9973792	4.3327548	52.6407508	163.1861708
1086	4.5550296	132.8103812	4.3416666	51.2382788	168.8021896
1087	11.3909716	164.9518944	4.9561436	53.8540164	165.0391688
1089	6.1170842	231.7721668	4.7042374	48.2773872	193.1707328
1090	6.366066	161.3514522	4.8554246	46.706186	162.9085484
1091	4.1470464	166.3852416	4.4893964	71.224509	154.3803518
1092	10.7186292	149.0661754	4.8135838	54.3498732	170.0083492
1093	3.9391806	181.9413836	4.4576012	51.633658	348.6881068
1095	3.2634254	163.879782	4.1284428	53.1242812	168.8884384
1096	6.1895216	179.6042088	4.831186	58.2722256	180.7095852
1097	4.37655	172.3002696	4.2353376	50.4480462	169.77635
1099	8.7442932	149.7858948	5.112018	47.7191788	159.4709068
1100	3.3010418	242.45496	5.6278026	52.2805404	173.82054
1102	4.6355572	163.5901292	4.513224	53.0724848	168.3510292
1104	4.8174388	172.6946274	4.8841466	42.9528952	146.7135134
1105	8.3089	168.8591216	5.3380568	52.8679088	169.0575712
1106	3.8927736	152.462514	4.2621074	53.1947056	170.7464928
1107	3.6470848	178.9500744	4.6248516	48.959825	181.48937
1109	6.8196348	180.029396	3.56377	68.4046768	150.0350952
1110	4.2207104	169.9135696	4.3720962	66.9080004	168.5250784
1111	4.6541452	172.943342	4.3046148	55.0289208	155.6246212
1112	7.3232116	184.5468488	5.7302536	58.202113	193.8411652
1113	3.6763868	178.2989752	4.9939328	53.9008544	220.7421364
1114	5.5783474	191.3249052	4.3780594	40.1812428	176.7445436
1115	4.947871	189.1729452	3.6776012	38.4352246	190.8223676
1116	3.9675028	187.9483134	5.2795554	50.6475092	169.1683332
1118	7.1029002	182.0874076	5.5656912	57.4804808	181.1681208
1120	4.2419156	159.390368	12.2827924	55.9489704	178.7850396
1121	4.3306728	168.0077044	4.169558	54.2568924	171.479418
1122	7.1514668	190.5695492	4.645143	51.0180202	180.10396
1125	4.0091316	153.0784496	5.7048396	55.4993236	181.1843412
1126	5.0312706	159.1528894	5.8177244	43.917305	256.6896588
1127	4.6681766	215.9214288	3.403429	68.5333704	204.4740012
1128	4.8450978	199.6566406	3.7744398	41.2682868	186.6218788
1131	4.99227	177.4309348	4.9026728	54.7697652	183.08463
1134	3.7905808	182.7177252	5.316914	51.24036	186.7713464
1135	4.7037184	160.987568	5.6532288	88.3964572	160.5122464
1137	7.8546492	182.8564422	6.1029948	56.3040612	185.2477832
1138	4.7255754	222.6118956	3.4363896	45.4640634	202.6387576
1139	5.4482608	199.6387588	5.8067428	41.1789744	193.8899234
1140	4.017913	178.8203776	4.5948992	56.6238228	223.6664904
1141	7.3257288	182.3815208	4.6383168	51.8377866	182.7765136
1144	7.2122122	176.1099722	6.2349432	50.8375598	204.6606684
1145	5.0307216	178.8882116	5.6626716	57.0827692	183.0909004
1147	5.125248	177.1620132	4.8325124	57.268062	306.1503388
1148	4.4239552	189.4968196	6.001854	60.229049	189.7213448
1150	4.478044	164.3417796	5.3000872	56.0516332	189.9810536
1151	5.3420858	200.9543792	4.2038836	48.1868644	199.6400758
1152	4.660732	224.3651664	3.796177	42.104043	197.547377
1154	4.5912988	186.4031424	5.4144164	58.769266	244.8255288
1155	3.6502836	181.0320484	3.3593182	59.2403712	184.8590756
1157	9.560249	198.8589616	4.8383018	47.1514372	203.916864
1160	4.8834344	182.0800772	4.5498202	58.4210112	192.4630392
1161	3.4161972	176.5022898	4.5555008	58.3343244	195.0660992
1162	3.8477778	179.2495568	4.186442	58.6408428	186.6374368
1163	4.5211718	182.1888656	3.2699718	48.001284	200.6355296
1164	4.6912642	223.6980392	4.4886044	59.8696364	225.9942956
1165	5.446926	182.7503676	4.8852078	58.2115728	186.9495008
1166	6.2152594	181.6473822	4.920562	52.6320536	189.2052328
1168	3.753248	176.2373694	4.888672	73.8599604	198.8400924
