Uniques	Duplicates	X1	M1	S1
800	380	949.5	79.766	71.482916
800	40	474.9	51.144	35.388219
800	400	977.1	82.426	63.4273438
800	60	492.9	54.312	21.6478436
800	80	538.5	54.116	29.692393
810	101	555.7	57.618	32.8778362
810	121	582	60.698	39.6934426
810	141	609.9	60.482	30.805564
810	162	638.4	62.386	54.29316
810	182	662	64.018	42.5056482
810	20	514.3	50.344	58.7995818
810	202	690.9	66.576	50.5835532
810	222	735.4	67.58	49.3845266
810	243	756.8	68.94	50.2303594
810	263	779.8	70.81	57.7292888
810	283	807.5	74.116	60.3558444
810	303	838.4	76.174	62.6058576
810	324	872.8	76.854	64.2817556
810	344	901.7	78.376	64.8357644
810	364	932.3	81.05	68.7465632
810	384	965.8	82.81	70.7204496
810	40	481.5	52.064	32.9148108
810	405	998.3	85.294	63.4825126
810	60	511	53.7	22.3499256
810	81	535.4	55.504	35.7800668
820	102	567.7	59.02	38.263921
820	123	599.5	61.206	41.6067472
820	143	626.1	61.858	38.0497094
820	164	652.9	65.876	44.6441756
820	184	679.3	66.278	51.9332104
820	20	525.6	51.704	53.5376676
820	205	710.1	68.142	46.1215512
820	225	738.6	68.832	60.4693624
820	246	769.3	72.24	49.787979
820	266	801.8	75.232	53.9412342
820	287	829.6	77.194	47.8623448
820	307	860.8	77.11	63.1392924
820	328	893.5	78.32	65.334968
820	348	924.5	80.102	66.1462752
820	369	959.3	86.06	61.927847
820	389	989.3	91.148	65.8554156
820	41	496.1	54.054	32.3588592
820	410	1027.2	87.63	66.5401038
820	61	518.8	54.574	22.7516344
820	82	542	56.936	24.9751668
830	103	587.9	60.424	29.0430712
830	124	619.1	62.772	47.7699732
830	145	641.6	64.356	34.0032868
830	166	668.7	65.888	31.4087476
830	186	703.7	67.128	37.753781
830	20	539.2	53.638	60.7804416
830	207	726.6	69.312	54.6176124
830	228	757.7	72.726	62.0542986
830	249	786.7	74.552	60.2235784
830	269	820.2	79.93	54.2785494
830	290	856.6	82.452	61.5033148
830	311	907	80.514	68.7657884
830	332	939.9	85.288	66.3852944
830	352	972.6	90.866	54.116484
830	373	1009.2	106.56	75.868674
830	394	1033.8	103.738	71.5467692
830	41	509.2	55.598	34.1472908
830	415	1055	107.732	75.245016
830	62	538.4	58.378	23.9865642
830	83	557.4	59.256	26.106272
840	105	607.5	72.056	34.554517
840	126	632.2	76.396	49.9964288
840	147	658.8	75.778	35.0730616
840	168	687.9	74.216	57.4127068
840	189	715.3	72.072	53.7450956
840	21	464	66.282	61.3644414
840	210	749.8	74.148	53.20329
840	231	778.6	74.984	61.1336158
840	252	810.9	77.884	67.1606068
840	273	843	80.962	54.9886822
840	294	870.9	85.958	63.0022304
840	315	913.9	85.44	67.663046
840	336	935.7	86.43	66.8711056
840	357	979.2	88.148	70.4740368
840	378	1053.3	90.4	74.4654108
840	399	1047	90.212	77.6645588
840	42	525.6	67.244	28.6386668
840	420	1078.9	94.242	76.8032628
840	63	548.9	75.92	23.537043
840	84	580	63.676	25.9556854
850	106	620.8	67.208	43.6304536
850	127	644.9	77.674	51.6547712
850	148	673.8	69.718	35.9748642
850	170	702.6	73.21	43.3305004
850	191	734	81.968	49.7123856
850	21	570.6	61.906	61.224543
850	212	770.6	82.776	46.359576
850	233	796	76.24	64.65576
850	255	827	80.506	61.4638354
850	276	863	79.818	59.0453522
850	297	892.4	86.476	64.622844
850	318	926.2	85.702	69.248598
850	340	963.5	88.032	70.80152
850	361	993.2	90.482	74.850702
850	382	1030.9	89.862	78.066456
850	403	1065.5	96.75	61.0303096
850	42	535.1	58.25	29.3401722
850	425	1102.6	94.934	79.5530592
850	63	561.5	62.17	23.737362
850	85	596.7	65.656	39.6123634
860	107	628.8	79.058	35.5865512
860	129	661	68.822	51.2877592
860	150	688.4	71.464	35.6436558
860	172	722.7	78.022	32.233999
860	193	750.5	81.834	52.7338046
860	21	577.2	58	48.157777
860	215	779.8	84.246	60.899854
860	236	813.2	81.778	69.2864576
860	258	847.2	82.01	64.5581912
860	279	876.9	84.758	46.5725554
860	301	911.6	90.772	65.2968156
860	322	943.9	88.298	62.6479182
860	344	979.8	91.736	69.7855932
860	365	1016.4	90.74	74.9265528
860	387	1053.7	91.268	74.7976036
860	408	1089	103.276	76.6062176
860	43	550.8	59.652	34.9186674
860	430	1126.8	99.2	83.3800604
860	64	572.3	63.298	30.3322842
860	86	550.5	72.434	26.422957
870	108	642.2	72.78	35.5746548
870	130	672.8	71.598	46.7064516
870	152	703.2	77.006	39.8849742
870	174	734.7	75.626	55.4413396
870	195	764.6	80.91	50.0872934
870	21	592.2	58.992	57.6317122
870	217	799.1	84.852	63.9435508
870	239	831.3	94.768	72.5930516
870	261	872.5	99.462	66.717328
870	282	899.2	101.052	58.8874356
870	304	931.2	133.08	61.7144644
870	326	969.4	97.89	69.503036
870	348	1006.9	91.756	71.89429
870	369	1041.3	93.736	75.6915968
870	391	1075.7	98.02	70.07619
870	413	1113.5	108.72	74.5639748
870	43	554.7	67.46	43.063754
870	435	1154.1	99.742	86.4067084
870	65	586.2	67.968	24.7980376
870	87	615	65.384	31.995718
880	110	659.3	72.336	26.8990642
880	132	692.1	70.78	47.850305
880	154	724.1	84.008	45.223645
880	176	755.2	78.732	50.900596
880	198	785.1	79.78	45.327434
880	22	606.9	61.86	60.3460926
880	220	825.6	80.61	67.012216
880	242	856	81.316	71.4863968
880	264	884	84.592	64.3289508
880	286	923.5	90.674	62.8514958
880	308	957.4	91.472	73.344038
880	330	991.3	97.36	63.411198
880	352	1039.4	97.954	74.8872904
880	374	1069.6	106.816	82.5042268
880	396	1100.1	103.722	78.7479656
880	418	1140.7	100.252	81.045386
880	44	569.2	63.94	41.8207566
880	440	1185.6	109.88	79.7035492
880	66	598.5	67.102	28.7476394
880	88	632.7	68.628	28.6604174
890	111	678.5	73.61	47.1122026
890	133	707.2	72.394	40.6527014
890	155	739.9	73.376	33.1247514
890	178	768.2	80.174	42.4404998
890	200	798.6	85.048	52.145669
890	22	623.9	63.116	56.9421796
890	222	835.5	79.982	72.9468184
890	244	869.4	83.31	64.6737562
890	267	904.2	87.092	68.5258408
890	289	942.2	88.314	60.8690172
890	311	979	91.408	75.3064188
890	333	1012.9	90.842	72.203588
890	356	1050	95.964	69.6738154
890	378	1095.8	95.84	78.0686992
890	400	1126.8	99.872	83.5006512
890	422	1168.9	103.66	75.1352758
890	44	581.3	67.404	36.8086986
890	445	1208.3	105.58	88.2999564
890	66	616.9	66.556	25.9093748
890	89	662	83.532	27.618754
900	112	685.8	71.472	39.2193706
900	135	719.7	76.21	50.1260858
900	157	752.8	76.542	44.4576092
900	180	788.1	80.182	42.0942978
900	202	831.1	82.95	50.7575696
900	22	634.1	63.63	50.459664
900	225	855.7	82.748	67.8950684
900	247	887.4	88.204	70.0344888
900	270	925.5	89.072	66.4793688
900	292	964.6	91.03	65.8471656
900	315	997.9	95.416	72.7419888
900	337	1033.3	97.976	74.7032968
900	360	1073.3	97.178	79.4988532
900	382	1115.1	101.888	79.08529
900	405	1150.8	112	84.5527004
900	427	1191.7	119.86	83.7680976
900	45	597.6	65.796	47.579509
900	450	1237.9	132.22	90.9689264
900	67	628	74.566	26.4060552
900	90	658.2	70.778	33.5543436
910	113	709.8	75.854	42.8938536
910	136	738.1	75.71	55.21608
910	159	774.1	78.64	46.7236962
910	182	806.2	79.694	58.4614596
910	204	838.9	86.028	51.15545
910	22	650.6	80.322	65.8478402
910	227	875.6	89.664	74.4485632
910	250	914.3	86.792	69.710658
910	273	947.9	89.102	62.0106068
910	295	982.6	92.16	63.4317886
910	318	1021.8	94.42	74.9090896
910	341	1077.9	95.034	75.5414004
910	364	1101.5	102.306	72.1972382
910	386	1137.6	100.572	80.8538704
910	409	1074.7	104.46	77.107125
910	432	1224.8	110.98	86.8371916
910	45	611.5	82.48	42.8122314
910	455	1264.1	118.92	80.9384234
910	68	646.4	88.076	39.6823928
910	91	683	82.292	28.143013
920	115	725.6	76.052	58.5928344
920	138	761	79.182	56.770662
920	161	795.8	80.542	52.2675248
920	184	827.9	81.76	60.2076144
920	207	861.3	85.188	60.8610098
920	23	666.4	65.474	57.7425384
920	230	895.5	85.35	78.73732
920	253	932.5	91.47	67.1072288
920	276	968	89.274	68.1681178
920	299	1012.9	92.858	68.4993868
920	322	1051.5	98.534	74.314244
920	345	1093.2	95.918	82.4077696
920	368	1132.9	103.42	86.2189868
920	391	1165.6	104.28	81.9214616
920	414	1211.4	105.26	85.3920704
920	437	1249.9	109.48	91.368436
920	46	628.2	74.364	36.3481272
920	460	1298.4	109.5	90.60552
920	69	657.9	72.002	39.8468572
920	92	691.5	72.542	34.4556358
930	116	743.5	80.356	49.362369
930	139	772.8	78.2	52.5117236
930	162	807	84.2	48.7926524
930	186	842.7	82.496	60.7938256
930	209	878.7	86.048	61.9812914
930	23	680.4	72.492	65.184768
930	232	915.4	86.278	78.0858624
930	255	962.3	99.192	62.0872284
930	279	991.9	101.38	70.6180556
930	302	1032.7	94.164	70.4648808
930	325	1075	96.638	78.8926756
930	348	1111.4	98.664	74.6850488
930	372	1164.3	105.44	85.35641
930	395	1226.3	103.64	75.6284784
930	418	1269.9	108.5	90.8020396
930	441	1312.4	117.38	89.4708712
930	46	643	69.266	33.9362344
930	465	1352	124.8	92.8955904
930	69	674.2	73.202	28.1983624
930	93	706.9	73.252	29.5421484
940	117	752.9	93.548	56.5908468
940	141	789.7	98.69	46.7046832
940	164	837.7	99.762	47.4657504
940	188	862.9	101.374	63.00311
940	211	898.7	104.566	66.1072094
940	23	731.9	70.194	67.963517
940	235	937.1	96.67	74.392402
940	258	970.4	102.67	72.973422
940	282	1011.3	98.864	65.1211294
940	305	1053.6	102.898	68.750503
940	329	1092.5	105.092	77.5477028
940	352	1128.4	106.92	75.5463044
940	376	1169.9	107.98	83.8218572
940	399	1213.5	114.64	87.7510388
940	423	1257.7	110.46	73.4749908
940	446	1302.2	113.44	82.3223942
940	47	653	71.082	34.0470184
940	470	1342.6	117.14	94.6040652
940	70	698.5	74.398	34.7646468
940	94	731.7	83.296	31.007201
950	118	766.6	79.302	55.4765508
950	142	798.9	84.454	59.523188
950	166	837.8	83.686	44.4970114
950	190	877.4	91.134	63.0017584
950	213	912.5	88.118	75.1521816
950	23	710.8	75.852	66.9916802
950	237	957.3	104.814	65.559807
950	261	999.7	93.976	65.349322
950	285	1030.3	97.414	61.4520918
950	308	1067.4	100.562	70.051661
950	332	1113.4	100.4	78.0162024
950	356	1149.9	105.4	83.4260436
950	380	1197.7	105.98	71.6643854
950	403	1238.7	109.34	87.3238488
950	427	1288.2	122.02	89.6534448
950	451	1328.2	116.34	93.6235508
950	47	667.1	72.052	42.7436056
950	475	1377.5	116.26	95.891006
950	71	699.2	75.158	48.563752
950	95	728.8	77.79	56.079796
960	120	783	82.816	63.1463428
960	144	820.3	86.356	55.3122928
960	168	860.4	88.27	38.199579
960	192	893.5	93.89	52.547144
960	216	933.5	95.736	57.0411068
960	24	723	72.436	56.1307536
960	240	975.8	94.342	75.975932
960	264	1007.4	94.952	76.064136
960	288	1049.7	102.022	75.8183756
960	312	1092.5	101.59	73.1491242
960	336	1138.4	109.06	80.6907024
960	360	1186.1	105.96	68.21571
960	384	1222.3	107.3	69.438417
960	408	1266.3	113.04	89.1553192
960	432	1312.6	114.92	92.7650008
960	456	1362.2	122.46	95.849582
960	48	677.4	78.09	38.6786262
960	480	1403.3	120.74	99.4132184
960	72	714.4	83.056	32.701157
960	96	745.6	78.502	43.25935
970	121	803.3	83.922	57.3775606
970	145	836.5	85.288	61.9933576
970	169	873.5	92.894	48.0916786
970	194	911.7	105.044	70.0478696
970	218	959.8	112.6	75.5126854
970	24	736.5	72.878	63.3320734
970	242	994.2	118.02	75.7439096
970	266	1032.8	116.74	68.7746522
970	291	1074.3	113.04	78.530876
970	315	1119.6	105.62	63.970564
970	339	1158.7	110.18	82.0948248
970	363	1208.2	122.34	90.793184
970	388	1263.3	119.82	87.7888052
970	412	1293.4	113.22	73.219993
970	436	1339	125.1	94.0226288
970	460	1385.1	122.04	96.61483
970	48	691	77.172	46.6409722
970	485	1451.3	119.16	105.05583
970	72	724.3	79.118	37.5820442
970	97	762.6	81.224	43.4800962
980	122	813.5	86.374	51.244223
980	147	853.1	88.736	52.2260432
980	171	888.4	90.894	41.5392492
980	196	931.4	90.752	74.9530948
980	220	967.4	95.628	85.807434
980	24	787.7	76.024	73.6188816
980	245	1008.2	100.704	77.328736
980	269	1051.7	104.064	71.5393912
980	294	1088.7	104.14	74.0582764
980	318	1134.3	109.1	70.1130872
980	343	1176.9	113.68	87.1646072
980	367	1097.2	111.7	83.5087552
980	392	1264.9	121.68	74.5829082
980	416	1314.4	123.36	95.2249176
980	441	1358.4	118.24	101.5603608
980	465	1406	133.56	100.5074028
980	49	720.1	79.904	43.3843404
980	490	1454.2	137.24	105.6127296
980	73	741.3	84.106	32.6835948
980	98	773.8	82.73	38.3291226
990	123	831.7	102.54	97.350038
990	148	868	90.74	64.1173348
990	173	906.8	99.322	53.7744474
990	198	946.1	104.024	74.0852352
990	222	987.7	103.304	69.827219
990	24	767.2	78.018	70.0456162
990	247	1027.6	102.45	44.8861836
990	272	1076.4	107.12	81.1104776
990	297	1111.2	109.82	73.040301
990	321	1158.8	108.5	74.2864692
990	346	1209.7	115.22	91.8136572
990	371	1247	113.66	88.5523972
990	396	1293.8	114.68	96.4374832
990	420	1339.8	118.36	95.105126
990	445	1390.6	122.36	99.6198832
990	470	1433.4	125.78	103.7304676
990	49	721	99.832	45.6112688
990	495	1494.4	127.52	109.6030596
990	74	757.1	112.958	40.6070592
990	99	797.3	116.178	59.2687816
1000	100	806.8	88.824	43.0006198
1000	125	844.1	93.418	64.8663396
1000	150	884	113.18	70.6620304
1000	175	926	116.7	47.2935096
1000	200	968.2	116.76	60.5113768
1000	225	1010.1	120.68	88.6730368
1000	25	786.8	78.974	67.9897296
1000	250	1054.3	113.34	74.7360176
1000	275	1093.8	102.58	78.975218
1000	300	1139.1	109	75.6932016
1000	325	1185.9	117.1	86.4262968
1000	350	1224.1	111.54	93.241368
1000	375	1270.5	114.64	89.7782688
1000	400	1318	119.48	86.2255256
1000	425	1369.6	120.96	88.191396
1000	450	1416.8	125.96	101.7499404
1000	475	1467.5	125.48	104.773838
1000	50	738.1	85.712	50.4149336
1000	500	1517.1	128.4	108.21371
1000	75	767.6	88.764	32.6854418
