Uniques	Duplicates	X1	M1	S1
410	112	183.7	19.256	17.3987232
410	123	173.2	21.488	18.6035364
410	133	199.6	23.238	13.8302292
410	143	205.6	22.77	18.3768908
410	153	215	21.906	15.6772964
410	164	221.2	25.708	18.4573824
410	174	230.1	25.836	21.6586612
410	184	239	26.166	18.9801256
410	194	249.5	24.324	20.006296
410	20	124.1	15.886	11.6190384
410	205	257.8	28.992	20.758774
410	30	129.1	15.542	9.9185372
410	41	137.6	15.832	16.046262
410	51	143.1	18.374	11.7108866
410	61	148.7	15.76	9.624958
410	71	154.9	18.746	11.1171088
410	82	162.7	18.536	11.09819
410	92	170.4	17.858	13.1993294
420	10	136.4	17.038	33.8516584
420	105	184.9	19.344	13.9960458
420	115	194.3	20.32	15.6989656
420	126	200.3	22.396	16.6681176
420	136	210.5	23.49	13.2965514
420	147	216.8	21.75	18.7392264
420	157	224.1	21.846	18.7659504
420	168	232.8	22.588	17.7350992
420	178	240.8	23.86	19.606972
420	189	249.4	25.094	24.0974436
420	199	260.2	26.134	24.2501104
420	21	130	16.946	12.6030874
420	210	266.9	27.192	25.593336
420	31	137.7	18.344	18.1407044
420	42	144.8	20.822	11.5121052
420	52	149.5	20.6	12.7195254
420	63	156.3	18.696	8.123993
420	73	163.5	20.72	8.5178044
420	84	171.4	21.266	10.0232966
420	94	177.9	18.518	10.7231062
430	10	143.9	16.032	35.2835388
430	107	194	20.354	14.9119056
430	118	200.8	22.002	18.8923416
430	129	214.6	23.488	17.6883172
430	139	221.4	24.298	14.587954
430	150	226.6	24.356	16.5971918
430	161	235.9	23.216	19.5993676
430	172	245.2	23.97	18.0594922
430	182	252.7	22.676	21.8217252
430	193	261	23.24	21.2075384
430	204	269.7	24.12	21.77642
430	21	136.4	15.92	12.8338916
430	215	279.7	24.42	22.381744
430	32	143.3	16.188	12.9650016
430	43	149.7	16.688	10.2655816
430	53	158.4	17.166	13.7180596
430	64	164	18.81	8.275061
430	75	170.7	17.974	8.3745262
430	86	178.3	20.498	8.4137314
430	96	186.4	19.736	14.0319648
440	11	151.2	17.048	37.2168604
440	110	203.6	19.924	19.2561748
440	121	211.9	20.662	21.2725272
440	132	220	24.102	18.1647054
440	143	229.3	22.538	13.7579762
440	154	237.6	22.432	18.8910764
440	165	246.3	24.09	19.9982048
440	176	254.7	25.442	19.8414364
440	187	264.4	24.32	22.5744732
440	198	273.7	25.704	19.4813386
440	209	284.1	25.114	22.367998
440	22	142.4	16.966	13.348126
440	220	294	27.13	22.9824248
440	33	151.4	18.312	17.3787078
440	44	156.5	16.964	12.7570662
440	55	163.4	19.924	11.6276966
440	66	171.1	18.264	8.446833
440	77	179.7	19.404	10.788519
440	88	187	20.788	12.4448008
440	99	195	19.464	11.396468
450	101	204.3	20.832	16.749619
450	11	158.5	17.252	29.5186946
450	112	212.5	21.776	19.0624308
450	123	220.1	21.694	21.97919
450	135	232.5	22.83	19.5780744
450	146	239.4	22.778	17.4127494
450	157	247.6	28.796	20.3737612
450	168	257	25.544	21.90027
450	180	266.6	25.756	23.0010028
450	191	276.5	25.14	23.2233956
450	202	285.5	25.674	24.6650756
450	213	296.4	26	24.1818592
450	22	149.2	17.178	11.9220028
450	225	307.4	28.906	27.0870344
450	33	158	17.196	15.8471152
450	45	164.4	18.748	19.377594
450	56	170.9	19.842	17.9059228
450	67	180.5	19.05	15.3505988
450	78	187.5	19.292	15.6956126
450	90	196	20.21	16.7611316
460	103	215.2	25.962	13.7666042
460	11	166.6	18.864	34.407959
460	115	222.9	24.534	19.3778102
460	126	231	25.848	17.8694976
460	138	240.3	26.266	17.0997344
460	149	250.3	24.842	18.9287278
460	161	260	27.502	16.5437168
460	172	269.3	27.344	23.022018
460	184	279.3	26.186	22.500396
460	195	287.7	28.706	23.2519604
460	207	299.9	26.476	23.9348644
460	218	310	27.556	24.5932784
460	23	156.7	18.462	12.3671486
460	230	329.5	31.508	26.4384716
460	34	164	19.378	14.621031
460	46	171.7	22.12	16.5290074
460	57	180.1	20.064	9.7344614
460	69	189.4	22.116	12.5467056
460	80	195.6	20.454	9.4470482
460	92	205.6	21.944	12.869808
470	105	223.7	26.14	16.4842612
470	11	178	19.61	38.6451718
470	117	232	23.336	20.834148
470	129	240.9	24.698	14.8273434
470	141	251.6	25.396	21.9672288
470	152	260.3	28.358	17.244554
470	164	275.1	28.694	22.91021
470	176	281.4	30.022	26.74414
470	188	293.7	29.938	23.275074
470	199	301.7	30.188	23.975646
470	211	314.2	30.908	24.6879632
470	223	326.1	29.842	27.3061572
470	23	165.8	20.568	12.5998398
470	235	335	29.45	27.1469508
470	35	172.3	21.584	14.82839
470	47	178.3	21.532	13.3543154
470	58	187.9	22.116	11.9265642
470	70	195.1	20.822	9.6440574
470	82	204.8	24.644	9.8008514
470	94	215.3	24.52	12.1544288
480	108	233.1	23.54	19.1037104
480	12	181.3	18.78	39.3959122
480	120	242.1	25.996	20.5421926
480	132	251	29.094	18.7956788
480	144	261.5	27.714	19.32199
480	156	272	28.776	20.1043642
480	168	283.8	26.106	22.6414896
480	180	293	29.704	22.6232684
480	192	305.2	30.434	23.861438
480	204	320.8	30.494	24.622544
480	216	331.8	30.082	23.0404434
480	228	343	33.676	24.6869124
480	24	170.4	21.584	18.5675754
480	240	349.7	33.996	27.520004
480	36	177.8	22.976	14.468636
480	48	187.4	23.968	15.8380494
480	60	196.3	25.984	11.8882572
480	72	204.7	23.496	15.2852998
480	84	213.4	24.268	12.8699586
480	96	222.5	24.524	17.3411438
490	110	241.6	26.766	23.896214
490	12	187.8	22.216	40.2397058
490	122	251.9	25.142	22.8375452
490	134	264	25.624	22.1564824
490	147	274.6	26.706	20.4544352
490	159	286.3	27.776	21.419405
490	171	294.8	28.052	24.783194
490	183	305.7	29.942	25.294288
490	196	317.8	30.962	25.1636142
490	208	329.7	30.318	26.2183448
490	220	339.2	32.576	33.496504
490	232	351.9	31.302	28.1592172
490	24	177.1	23.906	17.5512074
490	245	363.2	31.726	28.8219376
490	36	185.1	22.9	13.7638354
490	49	191.5	23.784	14.3909466
490	61	202	25.238	12.075842
490	73	213.3	25.246	13.7768358
490	85	222.1	24.724	14.6003504
490	98	233.6	25.656	9.9005572
500	100	241.4	33.488	10.9062374
500	112	252.4	34.012	17.6490762
500	12	194.6	20.834	41.8746466
500	125	262.7	31.96	23.5223956
500	137	272.9	30.1	24.5420506
500	150	283.7	33.952	20.5341876
500	162	294.5	33.176	21.7052554
500	175	306.2	33.642	25.078974
500	187	317.7	34.99	25.613122
500	200	328.4	35.94	25.6635032
500	212	341.5	34.294	21.1969164
500	225	353.7	34.418	29.1436832
500	237	368.1	34.584	28.8225992
500	25	187.8	22.028	18.717197
500	250	378.2	34.472	28.9112568
500	37	192.4	21.186	15.4940152
500	50	203.7	21.83	14.0356778
500	62	212.4	23.402	10.2228468
500	75	222.9	28.002	12.1824984
500	87	231.5	27.532	13.0194284
510	102	251.5	24.916	14.141854
510	114	262	25.506	21.3058582
510	12	204	20.384	38.5720768
510	127	272.3	26.912	24.2977628
510	140	282.9	27.412	23.9968324
510	153	295.7	28.118	25.4633904
510	165	307.7	28.364	26.8182616
510	178	320.7	29.728	26.7132696
510	191	330.9	29.8	26.1811612
510	204	345.5	32.512	27.1623244
510	216	354.6	31.896	30.1323624
510	229	367.4	34.182	33.1867092
510	242	382.4	33.984	29.7930496
510	25	191.7	21.21	20.330184
510	255	395.8	33.758	30.2490472
510	38	201.5	22.174	13.462311
510	51	210.8	22.724	16.5679404
510	63	220.2	24.29	10.572011
510	76	229.9	24.448	11.019099
510	89	241.3	25.218	14.0526842
520	104	261.3	26.566	15.6009528
520	117	271.4	27.454	22.50182
520	13	211.5	21.114	42.0379022
520	130	283.7	95.946	20.665152
520	143	295.9	36.63	21.2064512
520	156	307.9	33.666	24.8668148
520	169	319.2	30.624	24.902649
520	182	332.1	31.358	28.128738
520	195	344.6	33.838	29.3248692
520	208	358.1	36.06	33.6019704
520	221	369.7	37.258	32.7994428
520	234	392.9	36.112	29.9255672
520	247	398.2	34.206	30.4980628
520	26	199	22.382	17.4912748
520	260	408.4	36.592	28.0863898
520	39	210.2	26.15	16.3091416
520	52	218.1	25.314	14.3974488
520	65	229.6	28.008	10.536307
520	78	240	25.19	16.3829154
520	91	250.6	27.452	15.9018882
530	106	271.1	30.962	14.1685128
530	119	283.8	28.834	24.0206364
530	13	220.6	23.47	43.0402786
530	132	293.8	31.392	23.6655712
530	145	309.4	31.646	24.1419392
530	159	320.7	33.608	25.4457488
530	172	331.6	35.138	25.3001406
530	185	343.5	35.978	30.7551336
530	198	357.2	33.724	25.3234148
530	212	370.7	35.28	30.0478756
530	225	383.2	34.984	26.7026618
530	238	397.6	37.93	30.3870384
530	251	410.9	38.872	31.419272
530	26	206.8	26.178	20.3419868
530	265	425.7	41.022	34.09658
530	39	216.2	26.442	16.5888452
530	53	229.5	26.742	18.6633562
530	66	237.8	28.368	13.3196346
530	79	249.2	28.398	17.1544486
530	92	259.1	29.978	14.2832668
540	108	281.8	31.296	21.460997
540	121	293.1	30.806	17.1386612
540	13	227.9	27.838	39.0219222
540	135	306.5	29.976	24.1306882
540	148	318.1	31.094	25.4006052
540	162	331.6	32.542	22.226996
540	175	345.4	34.418	24.8726354
540	189	358.8	33.55	27.9006516
540	202	372.5	38.362	28.7205456
540	216	385.5	38.83	28.7566858
540	229	404.3	39.912	31.3275108
540	243	415.6	37.884	32.1152136
540	256	429.1	38.004	30.2923264
540	27	215.4	26.572	18.6864838
540	270	441.7	38.692	40.2687112
540	40	225.8	27.904	17.4743522
540	54	237.2	28.202	14.490148
540	67	246.7	29.164	12.311202
540	81	259.2	31.236	11.7638906
540	94	270.4	29.958	14.1789806
550	110	265.4	31.976	23.3126548
550	123	303.6	32.09	22.264494
550	13	236.9	24.15	40.798321
550	137	317.9	31.18	23.3004806
550	151	331.8	33.206	23.4920362
550	165	345.9	32.394	24.9201944
550	178	358.1	38.94	27.4214886
550	192	371.3	38.744	35.6377464
550	206	387.7	36.522	31.9198334
550	220	399.5	40.18	32.7852312
550	233	412.7	38.818	33.5544364
550	247	430.7	38.778	33.1289324
550	261	443.3	38.614	34.1901064
550	27	221	24.664	15.5082828
550	275	458.1	40.032	34.7488752
550	41	233.1	28.05	18.8398582
550	55	244.8	29.86	12.11644
550	68	255	30.246	14.7094058
550	82	267.6	30.998	15.6647782
550	96	281.3	30.91	13.9366756
560	112	303.7	34.654	14.2793818
560	126	316	35.644	22.553302
560	14	244.3	25.004	43.0281496
560	140	329.9	32.538	27.1307464
560	154	353.3	36.392	28.1858474
560	168	358.2	34.72	29.578328
560	182	370.9	34.77	27.7562162
560	196	384.3	38.346	26.9750276
560	210	398.6	37.9	32.9629676
560	224	413.6	37.292	32.4842504
560	238	428.6	38.684	33.2559836
560	252	444.1	39.21	34.8459972
560	266	459.2	39.562	44.8634312
560	28	229.4	26.86	15.8262498
560	280	475.7	39.798	43.408014
560	42	242.7	26.068	20.430356
560	56	254.7	28.838	12.4867006
560	70	266.2	35.464	12.2512112
560	84	278.9	32	14.6640856
560	98	289.7	33.426	13.7628106
570	114	318	32.534	19.2561132
570	128	327.4	35.214	26.9511612
570	14	255.3	26.406	39.1194764
570	142	344.8	35.542	26.9723768
570	156	359.3	39.86	30.7829872
570	171	370.6	40.782	33.3375784
570	185	384.8	41.728	28.5245326
570	199	399.1	42.466	36.7270444
570	213	412.4	45.444	35.5607608
570	228	428.1	43.144	33.4809568
570	242	444.7	47.85	34.121128
570	256	459.8	45.292	36.5724256
570	270	475	45.908	35.6645572
570	28	240.4	26.574	19.3193108
570	285	491.4	44.53	37.4559634
570	42	251.8	28.404	17.1505278
570	57	262.8	27.792	12.7345266
570	71	275.9	29.572	12.9446714
570	85	290	30.884	14.5523882
570	99	299.4	30.616	15.5742302
580	101	312.6	32.32	21.782547
580	116	325.4	33.69	23.6727482
580	130	338.8	33.77	21.5461108
580	14	261.5	27.13	34.8216732
580	145	353.2	34.074	25.0694946
580	159	365.1	35.686	27.5605512
580	174	382.5	38.102	29.8687852
580	188	398.9	38.472	22.1516414
580	203	418.7	37.472	29.7492766
580	217	430.2	38.852	33.5561272
580	232	444.1	39.924	36.908106
580	246	460.4	40.418	36.1959944
580	261	478.2	42.714	41.6344416
580	275	492.2	42.404	47.7132604
580	29	249.1	26.894	19.345572
580	290	511.7	43.898	44.0027884
580	43	261.5	29.232	17.5308094
580	58	272.3	29.158	13.4967576
580	72	284.6	29.48	15.351596
580	87	300.4	32.256	24.3785296
590	103	322.9	33.482	15.753523
590	118	337.1	33.618	14.7717002
590	132	350.4	34.38	26.0713304
590	14	272.8	27.61	43.3699982
590	147	366.3	35.978	28.9555768
590	162	381.6	37.622	29.6846366
590	177	396.6	37.72	27.90051
590	191	411.3	38.086	29.8285846
590	206	429	39.36	34.2547196
590	221	456.2	41.318	33.6503752
590	236	461.9	41.432	36.1855052
590	250	474.4	41.754	37.1733564
590	265	493.6	43.024	44.3582756
590	280	511.9	43.788	44.3188624
590	29	256.7	27.962	23.7600598
590	295	527.5	45.222	41.5961184
590	44	271	28.968	21.2062418
590	59	282.5	30.538	13.5482172
590	73	295.1	30.33	14.0822646
590	88	309.6	32.992	14.3859706
600	105	333.3	33.398	15.8221168
600	120	348.1	34.804	21.0057224
600	135	363.2	37.49	26.2209168
600	15	279.3	28.974	40.2445918
600	150	377.2	37.69	27.5888534
600	165	394.4	37.274	32.6357316
600	180	410.7	38.508	33.2561228
600	195	425.5	39.602	27.3655072
600	210	443	40.512	36.0315824
600	225	458.6	41.198	31.9184186
600	240	474.6	43.082	37.1375308
600	255	491.8	43.676	40.697318
600	270	509.3	44.452	47.0744476
600	285	528.9	46.342	41.7795256
600	30	264.9	30.178	20.473212
600	300	545.2	46.218	41.9740748
600	45	279.2	30.12	23.7022656
600	60	290.7	31.61	14.7259952
600	75	305.5	31.688	16.6226532
600	90	320.4	33.882	14.6484406
610	106	345.7	35.7	20.6870054
610	122	363.7	37.376	20.2359002
610	137	377.2	36.292	25.9788364
610	15	291.4	28.958	47.0151406
610	152	390.7	38.496	32.4937248
610	167	407.4	39.81	31.2898836
610	183	423.4	40.266	26.2028576
610	198	439.5	40.794	30.4159096
610	213	456.5	42.884	35.275112
610	228	475.4	42.978	32.3243418
610	244	492.7	43.73	37.3822724
610	259	509.6	44.728	40.3106476
610	274	526.6	46.792	46.5093284
610	289	545.1	47.136	44.0297784
610	30	274	30.016	25.1769854
610	305	565.1	50.016	42.3943184
610	45	287.5	32.642	18.4903382
610	61	304.7	31.672	16.8392484
610	76	318.5	35.132	15.6048876
610	91	334.9	34.104	14.6205462
620	108	352.8	36.906	22.808099
620	124	371.7	36.97	24.6579782
620	139	386.2	38.66	26.796788
620	15	299.5	30.174	40.5465622
620	155	404.1	39.884	32.477242
620	170	419.3	39.798	31.873577
620	186	436.5	42.434	30.3924724
620	201	454.7	42.096	32.3759764
620	217	472.1	42.868	35.7702656
620	232	499.7	44.49	33.5175334
620	248	507.5	44.662	44.8456044
620	263	525.2	45.884	42.406661
620	279	542.5	46.58	52.51993
620	294	562.3	50.008	37.3210906
620	31	284.3	30.546	24.779271
620	310	583.1	48.964	43.276396
620	46	297.8	31.808	24.7778866
620	62	312.4	32.848	14.1903032
620	77	327.7	35.236	14.9197838
620	93	306.7	39.082	15.2670182
630	110	367.8	37.99	17.3289976
630	126	383.8	38.362	25.503943
630	141	398.4	39.02	25.2692858
630	15	310.4	30.968	46.432308
630	157	417.8	40.086	33.7384816
630	173	434.8	41.266	34.0902604
630	189	451.9	42.004	39.3262872
630	204	470.8	46.154	30.837734
630	220	487.4	44.752	36.7410632
630	236	504	45.612	41.4805012
630	252	521.8	46.68	45.2850532
630	267	543.1	48.216	51.6133776
630	283	560	50.632	50.1142976
630	299	581.2	50.918	43.067702
630	31	292.7	31.564	22.1537768
630	315	603.4	52.47	44.843508
630	47	309.7	32.602	18.5711386
630	63	325.5	33.574	19.163774
630	78	335.5	35.87	17.7339708
630	94	352.2	36.518	15.2417662
640	112	380.6	45.664	25.3730956
640	128	395.6	46.168	25.2175256
640	144	412.5	47.622	32.2766948
640	16	319.8	32.05	43.8802926
640	160	429.8	47.474	34.291068
640	176	451.8	55.648	31.7131324
640	192	469.9	53.868	35.8821312
640	208	484.4	54.368	35.5793114
640	224	505.9	48.212	41.0843996
640	240	524	49.27	39.8350084
640	256	542.3	51.724	41.0537658
640	272	561.1	49.594	50.0921876
640	288	584.9	52.452	46.0235104
640	304	602.1	51.288	40.4971882
640	32	300.5	33.402	18.9694804
640	320	621.5	55.07	47.5082536
640	48	317.2	38.716	22.467185
640	64	331.5	40.098	15.936568
640	80	347	40.968	17.8309336
640	96	362.7	42.362	17.0832496
650	113	390.8	39.498	25.9513188
650	130	413	40.054	31.3632372
650	146	434.7	43.366	23.4831036
650	16	328.9	35.27	47.509963
650	162	443.3	45.108	33.7690832
650	178	461.9	47.846	31.4628666
650	195	485.2	46.492	34.987884
650	211	507.1	45.996	34.66594
650	227	523.8	47.264	35.168205
650	243	544.9	49.708	42.0130248
650	260	565.3	49.422	49.7344456
650	276	584.8	50.874	50.7227836
650	292	607.3	52	43.896984
650	308	624.7	52.9	45.1468612
650	32	311.4	36.038	19.1807006
650	325	580.1	54.342	47.212098
650	48	327.3	37.372	18.6638134
650	65	345.5	36.63	18.2463348
650	81	355.7	37.662	17.2696552
650	97	377.2	38.406	19.7239178
660	115	408.1	41.148	16.7260478
660	132	423.8	43.052	31.7412158
660	148	439.8	43.758	31.0899428
660	16	342.6	33.786	48.9856628
660	165	459.4	44.83	41.8808184
660	181	481.9	46.056	40.4512234
660	198	498.5	46.43	38.0556574
660	214	519.3	47.014	34.8404708
660	231	536.9	48.48	40.343134
660	247	557.1	49.724	36.8209382
660	264	577.2	55.17	43.81881
660	280	598.6	52.996	45.0670504
660	297	619.8	53.546	45.7779164
660	313	642.5	54.938	41.9110726
660	33	323.5	34.674	32.954704
660	330	664.3	56.042	43.883442
660	49	339.3	36.096	25.4879208
660	66	357.1	36.728	22.1415046
660	82	371.8	41.242	15.7382096
660	99	390	39.868	17.6257056
670	100	399	40.576	25.5396684
670	117	418	41.294	26.915248
670	134	437.3	42.666	30.871272
670	150	456	44.562	29.6077302
670	16	351.3	35.242	49.7325952
670	167	473.9	45.06	38.7863318
670	184	493.2	47.054	41.7055962
670	201	512.5	48.35	37.9108868
670	217	532.8	48.442	32.298225
670	234	554.5	51.314	43.969456
670	251	575.1	52.25	42.1069472
670	268	602.5	51.984	45.0447884
670	284	619.2	53.65	49.167512
670	301	637.2	55.182	42.7316374
670	318	660.3	57.418	48.1394228
670	33	331.9	36.306	25.1268418
670	335	685	57.948	48.737683
670	50	352.6	36.968	26.0205026
670	67	363.3	38.602	16.3031118
670	83	383.4	41.306	20.7578148
680	102	408.8	41.554	22.3617034
680	119	426.1	43.572	20.4340364
680	136	446.9	45.332	31.1695186
680	153	466.6	45.798	34.5613506
680	17	362.9	37.268	44.3270264
680	170	486.7	47.908	38.1692676
680	187	505.8	49.23	40.5582312
680	204	526.2	48.722	40.3997428
680	221	546.1	51.062	37.854905
680	238	566.3	53.626	45.4286344
680	255	589.7	53.032	47.3592754
680	272	611.6	54.566	47.2910832
680	289	633.3	55.408	42.4572874
680	306	641.2	58.618	48.668774
680	323	790.6	58.732	55.1758328
680	34	342.2	36.89	29.5534436
680	340	732	59.934	49.1986028
680	51	359.5	38.302	24.2504502
680	68	376	39.4	17.0037282
680	85	393.3	42.246	21.0629216
690	103	421.4	42.544	18.7249718
690	120	445.4	44.144	24.8891302
690	138	462.3	45.236	31.8685942
690	155	480.7	46.568	41.8473432
690	17	374.8	36.794	45.9925366
690	172	500.9	47.706	44.8812748
690	189	520.6	49.962	46.9797784
690	207	542	51.174	40.7397984
690	224	564.9	52.374	36.4976502
690	241	583.5	53.724	45.3776956
690	258	605.7	54.388	47.17146
690	276	627.2	59.626	50.5460376
690	293	650.8	69.79	117.4876668
690	310	673.1	71.108	51.639418
690	327	698.6	69.884	56.7470992
690	34	350.2	38.118	38.0916976
690	345	722.6	72.37	58.2958548
690	51	373.9	40.768	20.7447892
690	69	388.3	40.654	16.8144734
690	86	403.5	42.246	21.2544926
700	105	436.8	45.676	26.9727766
700	122	406.6	46.624	30.1690748
700	140	474	48.194	25.4365862
700	157	493.3	49.508	40.4600694
700	17	391.3	44.242	48.5881228
700	175	515.9	49.608	46.7241064
700	192	536	50.962	45.37013
700	210	557.9	52.278	33.5820992
700	227	578.3	54.102	39.647851
700	245	601.2	55.41	47.5665368
700	262	623.4	56.34	45.7431892
700	280	646.8	57.424	49.4002036
700	297	670.3	58.75	44.106779
700	315	694.1	61.15	52.1512712
700	332	718.9	60.96	55.2631552
700	35	357.4	47.176	28.0547754
700	350	745.2	63.122	48.661699
700	52	377.8	46.192	17.81527
700	70	397.6	46.286	19.7562348
700	87	412.9	44.076	18.3978
710	106	445.1	45.984	18.6521754
710	124	470.5	47.744	29.4244232
710	142	486.5	48.512	34.2729468
710	159	505.7	48.62	42.700007
710	17	395.4	39.626	51.7886364
710	177	529.9	52.246	44.403873
710	195	553.8	53.192	45.8094784
710	213	575.5	53.182	43.3240112
710	230	596.2	55.178	36.4108418
710	248	618.3	56.224	41.092812
710	266	642.5	57.77	48.7740688
710	284	666.5	60.142	48.8338096
710	301	687.4	60.72	55.2477184
710	319	712.7	62.162	53.1641616
710	337	738.8	63.722	55.7193508
710	35	380.3	40.666	29.3468146
710	355	765.2	64.22	55.4867912
710	53	390.4	43.834	18.1367152
710	71	410.9	42.808	18.0757506
710	88	427.9	45.006	23.275342
720	108	463.9	46.56	32.1864438
720	126	490.1	48.168	25.7846056
720	144	499.4	49.51	40.5252216
720	162	521.3	50.716	42.4869674
720	18	404.8	40.858	50.7891902
720	180	544.4	52.27	50.247494
720	198	569.5	53.412	42.9637332
720	216	588.1	55.694	44.6123856
720	234	613.2	58.232	37.6090504
720	252	634.8	59.414	47.2568356
720	270	660.6	59.274	53.2951364
720	288	684.2	60.476	51.1117228
720	306	709.3	62.34	53.4577736
720	324	733.8	63.322	53.9824384
720	342	757.1	65.24	56.8361612
720	36	384.9	42.092	34.8753584
720	360	785.2	65.688	57.4382064
720	54	400.4	42.646	20.3350908
720	72	421.2	43.886	17.9489738
720	90	439	46.414	32.4208206
730	109	474.3	48.136	36.4276268
730	127	491.4	50.184	34.5198488
730	146	516.6	50.406	34.066275
730	164	539.4	52.262	43.6097154
730	18	417.8	42.582	52.1190582
730	182	558	53.786	49.7365072
730	200	581.2	56.356	41.333789
730	219	605.7	56.906	40.8280608
730	237	638.1	58.428	42.2393652
730	255	651.5	59.402	51.0522732
730	273	676.1	61.818	52.218164
730	292	708.8	64.114	51.6960328
730	310	737.2	63.818	56.605954
730	328	773.5	64.91	50.7464864
730	346	790	68.142	51.5476926
730	36	392.6	44.282	36.89896
730	365	810.9	68.008	58.7741932
730	54	409.4	43.664	19.1725566
730	73	433.9	45.376	23.0163064
730	91	452.8	47.766	38.713914
740	111	495.8	51.016	20.3149496
740	129	517.3	53.858	24.9639782
740	148	533.1	54.718	41.761292
740	166	555.9	55.632	33.7462226
740	18	428.4	42.746	47.6584174
740	185	578	55.18	42.1644848
740	203	601.1	57.784	44.9968116
740	222	625.1	58.578	45.8204716
740	240	652.4	59.28	54.9460142
740	259	675.3	63.74	62.2666388
740	277	706.6	63.536	50.5435472
740	296	727.4	65.742	52.679014
740	314	752.6	66.512	49.1123128
740	333	780.6	70.772	61.0626596
740	351	809.9	84.106	58.0375168
740	37	402.6	43.558	33.6274132
740	370	838.7	80.566	62.7745604
740	55	423.3	44.794	26.3860838
740	74	446.7	47.658	20.0418524
740	92	465.2	48.134	23.0570216
750	112	501.3	54.982	20.1996814
750	131	523.1	52.298	32.1403726
750	150	546.3	54.886	43.0194618
750	168	572	56.75	35.76665
750	18	440.2	51.736	60.4637262
750	187	595.7	58.574	44.7756036
750	206	617.6	61.804	47.8968908
750	225	645.6	66.874	47.7983992
750	243	670	60.788	47.7939438
750	262	627.5	63.088	51.5920232
750	281	718.7	64.038	53.4246972
750	300	745.6	65.87	54.0624168
750	318	773.4	68.86	55.691264
750	337	797.7	68.686	59.38722
750	356	831.4	72.444	60.3455228
750	37	412.8	53.972	30.6348482
750	375	860.2	71.986	61.120354
750	56	437.4	55.236	21.0362562
750	75	458.1	55.76	24.5108716
750	93	481.8	54.884	21.140171
760	114	528.3	51.704	40.8120144
760	133	540.7	55.022	34.3949898
760	152	561.4	58.82	39.3727368
760	171	587.6	57.434	39.4111282
760	19	453.3	44.746	60.449245
760	190	609.9	58.01	42.7320772
760	209	635.8	59.158	44.2110846
760	228	662.6	62.944	53.2352336
760	247	692	63.43	42.2869568
760	266	710.9	63.91	56.641102
760	285	738.7	69.054	57.011332
760	304	767.9	67.784	56.4194928
760	323	796.2	70.622	62.909838
760	342	820.9	71.516	59.4959304
760	361	848.6	73.864	62.1888168
760	38	428.5	48.548	30.3250554
760	380	884.5	74.112	51.131455
760	57	449.5	47.496	20.3554928
760	76	468.4	49.368	20.4826596
760	95	490.9	51.12	28.8876022
770	115	525.4	53.184	40.3838048
770	134	551.3	55.2	25.9556996
770	154	575.2	57.286	21.4322572
770	173	600.4	57.778	37.2792518
770	19	466.5	47.878	54.6524074
770	192	627.2	59.024	48.5932008
770	211	652.2	61.79	47.403644
770	231	679.6	62.754	55.4393204
770	250	703.2	65.556	49.740219
770	269	731	66.164	56.2826416
770	288	757.6	68.512	58.2385804
770	308	787.9	70.97	57.2630228
770	327	813.7	74.104	60.3196964
770	346	841.3	73.512	60.9010636
770	365	872.7	73.728	63.9496176
770	38	437.9	48.536	31.3184374
770	385	907.4	77.274	74.0850524
770	57	457.1	48.696	20.1706844
770	77	481.4	50.146	25.1731432
770	96	503.7	52.952	21.9547502
780	117	543.3	56.72	28.2238158
780	136	568.6	56.638	35.838988
780	156	595.2	60.3	44.86746
780	175	617.9	59.244	33.349368
780	19	476.8	46.994	61.2538152
780	195	643.6	61.572	29.6407796
780	214	669.2	62.35	50.6550844
780	234	694.9	64.934	64.0261636
780	253	723	66.234	45.5978764
780	273	749.7	70.07	49.400105
780	292	776.4	69.61	54.3639962
780	312	806	71.842	58.7968564
780	331	836	73.968	63.1511728
780	351	869.1	74.582	66.01383
780	370	893.7	76.368	68.6315656
780	39	459.4	49.286	28.5026792
780	390	927.3	77.822	62.242899
780	58	470	51.136	20.472734
780	78	495.5	51.25	21.584282
780	97	517	53.766	27.0778672
790	118	557.9	55.752	34.6998728
790	138	581.2	58.964	37.7851238
790	158	606.7	61.33	44.8610464
790	177	632.7	62.466	43.2957634
790	19	486.8	48.302	58.0840222
790	197	659.8	65.996	38.417599
790	217	688.4	65.148	49.5913972
790	237	711.5	75.868	61.5449184
790	256	744.6	78.592	48.9575802
790	276	766.4	81.256	59.4178316
790	296	797.2	82.988	58.7442008
790	316	828.5	88.246	60.5351324
790	335	852.6	86.92	63.3302956
790	355	899.1	83.424	58.8995608
790	375	919.8	77.456	67.0660404
790	39	461.4	50.81	36.6179226
790	395	951.7	79.216	58.0649198
790	59	481.6	51.696	22.4343352
790	79	510.1	53.33	21.7056472
790	98	530.8	56.074	27.1562028
800	100	552.7	56.672	32.0689592
800	120	573.5	60.05	38.8056152
800	140	598.8	58.598	39.1021308
800	160	632.1	61.608	59.5629568
800	180	649.5	63.536	55.8605788
800	20	503.5	49.568	52.1489568
800	200	676.7	64.098	49.6103992
800	220	706.2	66.548	52.6481376
800	240	731.8	68.274	47.984178
800	260	764.7	70.658	45.4537818
800	280	794.5	70.754	54.599997
800	300	819.6	72.53	59.9667424
800	320	853.9	75.024	65.0188796
800	340	884.8	76.396	64.51563
800	360	914.1	79.272	65.650518
